Date,Start Time (ET),Visitor,Visitor Points,Home,Home Points,Box Score,Overtime,Attendance,Arena,Notes
2024-01-13,7:30p,Washington Wizards,127,Atlanta Hawks,99,https://www.basketball-reference.com//boxscores/202401130ATL.html,,"17,108",State Farm Arena,
2024-01-13,8:00p,New York Knicks,106,Memphis Grizzlies,94,https://www.basketball-reference.com//boxscores/202401130MEM.html,,"16,598",FedEx Forum,
2024-01-13,8:00p,Golden State Warriors,118,Milwaukee Bucks,129,https://www.basketball-reference.com//boxscores/202401130MIL.html,,"18,009",Fiserv Forum,
2024-01-13,8:00p,Orlando Magic,100,Oklahoma City Thunder,112,https://www.basketball-reference.com//boxscores/202401130OKC.html,,"18,203",Paycom Center,
2024-01-13,8:30p,New Orleans Pelicans,118,Dallas Mavericks,108,https://www.basketball-reference.com//boxscores/202401130DAL.html,,"20,155",American Airlines Center,
2024-01-13,8:30p,Chicago Bulls,122,San Antonio Spurs,116,https://www.basketball-reference.com//boxscores/202401130SAS.html,,"18,354",Frost Bank Center,
2024-01-13,9:30p,Los Angeles Lakers,125,Utah Jazz,132,https://www.basketball-reference.com//boxscores/202401130UTA.html,,"18,206",Delta Center,
2024-01-14,3:30p,Indiana Pacers,109,Denver Nuggets,117,https://www.basketball-reference.com//boxscores/202401140DEN.html,,"19,631",Ball Arena,
2024-01-14,6:00p,Charlotte Hornets,87,Miami Heat,104,https://www.basketball-reference.com//boxscores/202401140MIA.html,,"19,831",Kaseya Center,
2024-01-14,7:00p,Sacramento Kings,142,Milwaukee Bucks,143,https://www.basketball-reference.com//boxscores/202401140MIL.html,OT,"17,612",Fiserv Forum,
2024-01-14,7:00p,Los Angeles Clippers,105,Minnesota Timberwolves,109,https://www.basketball-reference.com//boxscores/202401140MIN.html,,"18,024",Target Center,
2024-01-14,9:00p,Phoenix Suns,127,Portland Trail Blazers,116,https://www.basketball-reference.com//boxscores/202401140POR.html,,"18,071",Moda Center,
2024-01-15,1:00p,Houston Rockets,115,Philadelphia 76ers,124,https://www.basketball-reference.com//boxscores/202401150PHI.html,,"20,822",Wells Fargo Center,
2024-01-15,2:30p,New Orleans Pelicans,120,Dallas Mavericks,125,https://www.basketball-reference.com//boxscores/202401150DAL.html,,"20,010",American Airlines Center,
2024-01-15,3:00p,Orlando Magic,98,New York Knicks,94,https://www.basketball-reference.com//boxscores/202401150NYK.html,,"19,812",Madison Square Garden (IV),
2024-01-15,3:00p,Detroit Pistons,129,Washington Wizards,117,https://www.basketball-reference.com//boxscores/202401150WAS.html,,"15,156",Capital One Arena,
2024-01-15,3:30p,San Antonio Spurs,99,Atlanta Hawks,109,https://www.basketball-reference.com//boxscores/202401150ATL.html,,"17,447",State Farm Arena,
2024-01-15,6:00p,Golden State Warriors,107,Memphis Grizzlies,116,https://www.basketball-reference.com//boxscores/202401150MEM.html,,"16,612",FedEx Forum,
2024-01-15,7:00p,Chicago Bulls,91,Cleveland Cavaliers,109,https://www.basketball-reference.com//boxscores/202401150CLE.html,,"19,432",Rocket Mortgage Fieldhouse,
2024-01-15,7:30p,Miami Heat,96,Brooklyn Nets,95,https://www.basketball-reference.com//boxscores/202401150BRK.html,OT,"17,893",Barclays Center,
2024-01-15,7:30p,Boston Celtics,105,Toronto Raptors,96,https://www.basketball-reference.com//boxscores/202401150TOR.html,,"19,278",Scotiabank Arena,
2024-01-15,9:00p,Indiana Pacers,105,Utah Jazz,132,https://www.basketball-reference.com//boxscores/202401150UTA.html,,"18,206",Delta Center,
2024-01-15,10:30p,Oklahoma City Thunder,105,Los Angeles Lakers,112,https://www.basketball-reference.com//boxscores/202401150LAL.html,,"18,997",Crypto.com Arena,
2024-01-16,7:30p,Denver Nuggets,121,Philadelphia 76ers,126,https://www.basketball-reference.com//boxscores/202401160PHI.html,,"19,775",Wells Fargo Center,
2024-01-16,9:00p,Sacramento Kings,117,Phoenix Suns,119,https://www.basketball-reference.com//boxscores/202401160PHO.html,,"17,071",Footprint Center,
2024-01-16,10:00p,Oklahoma City Thunder,117,Los Angeles Clippers,128,https://www.basketball-reference.com//boxscores/202401160LAC.html,,"19,370",Crypto.com Arena,
2024-01-17,7:00p,Minnesota Timberwolves,124,Detroit Pistons,117,https://www.basketball-reference.com//boxscores/202401170DET.html,,"16,022",Little Caesars Arena,
2024-01-17,7:30p,Orlando Magic,104,Atlanta Hawks,106,https://www.basketball-reference.com//boxscores/202401170ATL.html,,"14,541",State Farm Arena,
2024-01-17,7:30p,San Antonio Spurs,98,Boston Celtics,117,https://www.basketball-reference.com//boxscores/202401170BOS.html,,"19,156",TD Garden,
2024-01-17,7:30p,Milwaukee Bucks,95,Cleveland Cavaliers,135,https://www.basketball-reference.com//boxscores/202401170CLE.html,,"19,432",Rocket Mortgage Fieldhouse,
2024-01-17,7:30p,Houston Rockets,94,New York Knicks,109,https://www.basketball-reference.com//boxscores/202401170NYK.html,,"19,439",Madison Square Garden (IV),
2024-01-17,7:30p,Miami Heat,97,Toronto Raptors,121,https://www.basketball-reference.com//boxscores/202401170TOR.html,,"19,631",Scotiabank Arena,
2024-01-17,8:00p,Charlotte Hornets,112,New Orleans Pelicans,132,https://www.basketball-reference.com//boxscores/202401170NOP.html,,"16,093",Smoothie King Center,
2024-01-17,8:30p,Dallas Mavericks,110,Los Angeles Lakers,127,https://www.basketball-reference.com//boxscores/202401170LAL.html,,"18,338",Crypto.com Arena,
2024-01-17,10:00p,Brooklyn Nets,103,Portland Trail Blazers,105,https://www.basketball-reference.com//boxscores/202401170POR.html,,"17,021",Moda Center,
2024-01-18,7:30p,Washington Wizards,109,New York Knicks,113,https://www.basketball-reference.com//boxscores/202401180NYK.html,,"19,466",Madison Square Garden (IV),
2024-01-18,7:30p,Chicago Bulls,116,Toronto Raptors,110,https://www.basketball-reference.com//boxscores/202401180TOR.html,,"19,312",Scotiabank Arena,
2024-01-18,9:00p,Oklahoma City Thunder,134,Utah Jazz,129,https://www.basketball-reference.com//boxscores/202401180UTA.html,,"18,206",Delta Center,
2024-01-18,10:00p,Memphis Grizzlies,103,Minnesota Timberwolves,118,https://www.basketball-reference.com//boxscores/202401180MIN.html,,"18,024",Target Center,
2024-01-18,10:00p,Indiana Pacers,126,Sacramento Kings,121,https://www.basketball-reference.com//boxscores/202401180SAC.html,,"17,832",Golden 1 Center,
2024-01-19,7:00p,San Antonio Spurs,120,Charlotte Hornets,124,https://www.basketball-reference.com//boxscores/202401190CHO.html,,"19,093",Spectrum Center,
2024-01-19,7:00p,Philadelphia 76ers,124,Orlando Magic,109,https://www.basketball-reference.com//boxscores/202401190ORL.html,,"19,063",Amway Center,
2024-01-19,7:30p,Denver Nuggets,102,Boston Celtics,100,https://www.basketball-reference.com//boxscores/202401190BOS.html,,"19,156",TD Garden,
2024-01-19,8:00p,Atlanta Hawks,109,Miami Heat,108,https://www.basketball-reference.com//boxscores/202401190MIA.html,,"20,040",Kaseya Center,
2024-01-19,8:00p,Phoenix Suns,123,New Orleans Pelicans,109,https://www.basketball-reference.com//boxscores/202401190NOP.html,,"18,686",Smoothie King Center,
2024-01-19,10:00p,Indiana Pacers,115,Portland Trail Blazers,118,https://www.basketball-reference.com//boxscores/202401190POR.html,,"18,595",Moda Center,
2024-01-19,10:30p,Brooklyn Nets,130,Los Angeles Lakers,112,https://www.basketball-reference.com//boxscores/202401190LAL.html,,"18,997",Crypto.com Arena,
2024-01-20,3:00p,Milwaukee Bucks,141,Detroit Pistons,135,https://www.basketball-reference.com//boxscores/202401200DET.html,,"19,996",Little Caesars Arena,
2024-01-20,7:00p,Philadelphia 76ers,97,Charlotte Hornets,89,https://www.basketball-reference.com//boxscores/202401200CHO.html,,"18,261",Spectrum Center,
2024-01-20,7:00p,San Antonio Spurs,131,Washington Wizards,127,https://www.basketball-reference.com//boxscores/202401200WAS.html,,"17,922",Capital One Arena,
2024-01-20,7:30p,Cleveland Cavaliers,116,Atlanta Hawks,95,https://www.basketball-reference.com//boxscores/202401200ATL.html,,"17,047",State Farm Arena,
2024-01-20,7:30p,Toronto Raptors,100,New York Knicks,126,https://www.basketball-reference.com//boxscores/202401200NYK.html,,"19,812",Madison Square Garden (IV),
2024-01-20,8:00p,Memphis Grizzlies,96,Chicago Bulls,125,https://www.basketball-reference.com//boxscores/202401200CHI.html,,"21,441",United Center,
2024-01-20,8:00p,Utah Jazz,126,Houston Rockets,127,https://www.basketball-reference.com//boxscores/202401200HOU.html,OT,"16,618",Toyota Center,
2024-01-20,8:00p,Oklahoma City Thunder,102,Minnesota Timberwolves,97,https://www.basketball-reference.com//boxscores/202401200MIN.html,,,Target Center,
2024-01-21,3:30p,Brooklyn Nets,114,Los Angeles Clippers,125,https://www.basketball-reference.com//boxscores/202401210LAC.html,,"19,370",Crypto.com Arena,
2024-01-21,6:00p,Miami Heat,87,Orlando Magic,105,https://www.basketball-reference.com//boxscores/202401210ORL.html,,"18,102",Amway Center,
2024-01-21,6:00p,Denver Nuggets,113,Washington Wizards,104,https://www.basketball-reference.com//boxscores/202401210WAS.html,,"17,107",Capital One Arena,
2024-01-21,7:00p,Boston Celtics,116,Houston Rockets,107,https://www.basketball-reference.com//boxscores/202401210HOU.html,,"18,055",Toyota Center,
2024-01-21,8:00p,Indiana Pacers,110,Phoenix Suns,117,https://www.basketball-reference.com//boxscores/202401210PHO.html,,"17,071",Footprint Center,
2024-01-21,10:00p,Portland Trail Blazers,110,Los Angeles Lakers,134,https://www.basketball-reference.com//boxscores/202401210LAL.html,,"18,997",Crypto.com Arena,
2024-01-22,7:00p,Milwaukee Bucks,122,Detroit Pistons,113,https://www.basketball-reference.com//boxscores/202401220DET.html,,"17,201",Little Caesars Arena,
2024-01-22,7:00p,Cleveland Cavaliers,126,Orlando Magic,99,https://www.basketball-reference.com//boxscores/202401220ORL.html,,"19,301",Amway Center,
2024-01-22,7:00p,San Antonio Spurs,123,Philadelphia 76ers,133,https://www.basketball-reference.com//boxscores/202401220PHI.html,,"20,511",Wells Fargo Center,
2024-01-22,7:30p,Memphis Grizzlies,108,Toronto Raptors,100,https://www.basketball-reference.com//boxscores/202401220TOR.html,,"18,577",Scotiabank Arena,
2024-01-22,8:00p,Charlotte Hornets,128,Minnesota Timberwolves,125,https://www.basketball-reference.com//boxscores/202401220MIN.html,,"18,024",Target Center,
2024-01-22,8:30p,Boston Celtics,119,Dallas Mavericks,110,https://www.basketball-reference.com//boxscores/202401220DAL.html,,"20,277",American Airlines Center,
2024-01-22,9:00p,Chicago Bulls,113,Phoenix Suns,115,https://www.basketball-reference.com//boxscores/202401220PHO.html,,"17,071",Footprint Center,
2024-01-22,10:00p,Atlanta Hawks,107,Sacramento Kings,122,https://www.basketball-reference.com//boxscores/202401220SAC.html,,"17,832",Golden 1 Center,
2024-01-23,7:00p,Denver Nuggets,114,Indiana Pacers,109,https://www.basketball-reference.com//boxscores/202401230IND.html,,"16,004",Gainbridge Fieldhouse,
2024-01-23,7:30p,New York Knicks,108,Brooklyn Nets,103,https://www.basketball-reference.com//boxscores/202401230BRK.html,,"17,732",Barclays Center,
2024-01-23,8:00p,Utah Jazz,124,New Orleans Pelicans,153,https://www.basketball-reference.com//boxscores/202401230NOP.html,,"16,032",Smoothie King Center,
2024-01-23,8:00p,Portland Trail Blazers,109,Oklahoma City Thunder,111,https://www.basketball-reference.com//boxscores/202401230OKC.html,,"15,874",Paycom Center,
2024-01-23,10:00p,Los Angeles Lakers,116,Los Angeles Clippers,127,https://www.basketball-reference.com//boxscores/202401230LAC.html,,"19,370",Crypto.com Arena,
2024-01-24,7:00p,Charlotte Hornets,106,Detroit Pistons,113,https://www.basketball-reference.com//boxscores/202401240DET.html,,"15,020",Little Caesars Arena,
2024-01-24,7:00p,Minnesota Timberwolves,118,Washington Wizards,107,https://www.basketball-reference.com//boxscores/202401240WAS.html,,"15,446",Capital One Arena,
2024-01-24,7:30p,Memphis Grizzlies,105,Miami Heat,96,https://www.basketball-reference.com//boxscores/202401240MIA.html,,"19,600",Kaseya Center,
2024-01-24,8:00p,Portland Trail Blazers,137,Houston Rockets,131,https://www.basketball-reference.com//boxscores/202401240HOU.html,OT,"18,055",Toyota Center,
2024-01-24,8:00p,Cleveland Cavaliers,116,Milwaukee Bucks,126,https://www.basketball-reference.com//boxscores/202401240MIL.html,,"17,510",Fiserv Forum,
2024-01-24,8:30p,Phoenix Suns,132,Dallas Mavericks,109,https://www.basketball-reference.com//boxscores/202401240DAL.html,,"20,202",American Airlines Center,
2024-01-24,9:30p,Oklahoma City Thunder,140,San Antonio Spurs,114,https://www.basketball-reference.com//boxscores/202401240SAS.html,,"18,130",Frost Bank Center,
2024-01-24,10:00p,Atlanta Hawks,112,Golden State Warriors,134,https://www.basketball-reference.com//boxscores/202401240GSW.html,,"18,064",Chase Center,
2024-01-25,7:00p,Philadelphia 76ers,122,Indiana Pacers,134,https://www.basketball-reference.com//boxscores/202401250IND.html,,"15,699",Gainbridge Fieldhouse,
2024-01-25,7:00p,Utah Jazz,123,Washington Wizards,108,https://www.basketball-reference.com//boxscores/202401250WAS.html,,"14,027",Capital One Arena,
2024-01-25,7:30p,Minnesota Timberwolves,96,Brooklyn Nets,94,https://www.basketball-reference.com//boxscores/202401250BRK.html,,"17,732",Barclays Center,
2024-01-25,7:30p,Boston Celtics,143,Miami Heat,110,https://www.basketball-reference.com//boxscores/202401250MIA.html,,"20,074",Kaseya Center,
2024-01-25,7:30p,Denver Nuggets,84,New York Knicks,122,https://www.basketball-reference.com//boxscores/202401250NYK.html,,"19,812",Madison Square Garden (IV),
2024-01-25,10:00p,Sacramento Kings,134,Golden State Warriors,133,https://www.basketball-reference.com//boxscores/202401250GSW.html,,"18,064",Chase Center,
2024-01-25,10:30p,Chicago Bulls,132,Los Angeles Lakers,141,https://www.basketball-reference.com//boxscores/202401250LAL.html,,"18,997",Crypto.com Arena,
2024-01-26,7:00p,Dallas Mavericks,148,Atlanta Hawks,143,https://www.basketball-reference.com//boxscores/202401260ATL.html,,"16,149",State Farm Arena,
2024-01-26,7:00p,Houston Rockets,138,Charlotte Hornets,104,https://www.basketball-reference.com//boxscores/202401260CHO.html,,"16,164",Spectrum Center,
2024-01-26,7:00p,Phoenix Suns,131,Indiana Pacers,133,https://www.basketball-reference.com//boxscores/202401260IND.html,,"17,274",Gainbridge Fieldhouse,
2024-01-26,7:30p,Los Angeles Clippers,127,Toronto Raptors,107,https://www.basketball-reference.com//boxscores/202401260TOR.html,,"19,800",Scotiabank Arena,
2024-01-26,8:00p,Orlando Magic,106,Memphis Grizzlies,107,https://www.basketball-reference.com//boxscores/202401260MEM.html,,"16,823",FedEx Forum,
2024-01-26,8:00p,Cleveland Cavaliers,112,Milwaukee Bucks,100,https://www.basketball-reference.com//boxscores/202401260MIL.html,,"17,855",Fiserv Forum,
2024-01-26,8:00p,Oklahoma City Thunder,107,New Orleans Pelicans,83,https://www.basketball-reference.com//boxscores/202401260NOP.html,,"18,624",Smoothie King Center,
2024-01-26,9:30p,Portland Trail Blazers,100,San Antonio Spurs,116,https://www.basketball-reference.com//boxscores/202401260SAS.html,,"17,274",Frost Bank Center,
2024-01-27,12:00p,Washington Wizards,118,Detroit Pistons,104,https://www.basketball-reference.com//boxscores/202401270DET.html,,"16,922",Little Caesars Arena,
2024-01-27,3:00p,Miami Heat,109,New York Knicks,125,https://www.basketball-reference.com//boxscores/202401270NYK.html,,"19,812",Madison Square Garden (IV),
2024-01-27,5:30p,Philadelphia 76ers,105,Denver Nuggets,111,https://www.basketball-reference.com//boxscores/202401270DEN.html,,"19,805",Ball Arena,
2024-01-27,6:00p,Houston Rockets,104,Brooklyn Nets,106,https://www.basketball-reference.com//boxscores/202401270BRK.html,,"17,732",Barclays Center,
2024-01-27,7:00p,Los Angeles Clippers,115,Boston Celtics,96,https://www.basketball-reference.com//boxscores/202401270BOS.html,,"19,156",TD Garden,
2024-01-27,7:00p,Utah Jazz,134,Charlotte Hornets,122,https://www.basketball-reference.com//boxscores/202401270CHO.html,,"17,633",Spectrum Center,
2024-01-27,8:00p,New Orleans Pelicans,117,Milwaukee Bucks,141,https://www.basketball-reference.com//boxscores/202401270MIL.html,,"17,940",Fiserv Forum,
2024-01-27,8:30p,Los Angeles Lakers,145,Golden State Warriors,144,https://www.basketball-reference.com//boxscores/202401270GSW.html,2OT,"18,064",Chase Center,
2024-01-27,8:30p,Minnesota Timberwolves,112,San Antonio Spurs,113,https://www.basketball-reference.com//boxscores/202401270SAS.html,,"17,726",Frost Bank Center,
2024-01-27,9:00p,Sacramento Kings,120,Dallas Mavericks,115,https://www.basketball-reference.com//boxscores/202401270DAL.html,,"20,373",American Airlines Center,
2024-01-28,2:00p,Oklahoma City Thunder,104,Detroit Pistons,120,https://www.basketball-reference.com//boxscores/202401280DET.html,,"16,861",Little Caesars Arena,
2024-01-28,3:30p,Memphis Grizzlies,110,Indiana Pacers,116,https://www.basketball-reference.com//boxscores/202401280IND.html,,"16,519",Gainbridge Fieldhouse,
2024-01-28,6:00p,Toronto Raptors,125,Atlanta Hawks,126,https://www.basketball-reference.com//boxscores/202401280ATL.html,,"15,658",State Farm Arena,
2024-01-28,6:00p,Phoenix Suns,98,Orlando Magic,113,https://www.basketball-reference.com//boxscores/202401280ORL.html,,"18,823",Amway Center,
2024-01-28,9:00p,Chicago Bulls,104,Portland Trail Blazers,96,https://www.basketball-reference.com//boxscores/202401280POR.html,,"17,899",Moda Center,
2024-01-29,7:00p,New York Knicks,113,Charlotte Hornets,92,https://www.basketball-reference.com//boxscores/202401290CHO.html,,"15,546",Spectrum Center,
2024-01-29,7:00p,Los Angeles Clippers,108,Cleveland Cavaliers,118,https://www.basketball-reference.com//boxscores/202401290CLE.html,,"19,432",Rocket Mortgage Fieldhouse,
2024-01-29,7:30p,New Orleans Pelicans,112,Boston Celtics,118,https://www.basketball-reference.com//boxscores/202401290BOS.html,,"19,156",TD Garden,
2024-01-29,7:30p,Utah Jazz,114,Brooklyn Nets,147,https://www.basketball-reference.com//boxscores/202401290BRK.html,,"16,054",Barclays Center,
2024-01-29,7:30p,Phoenix Suns,118,Miami Heat,105,https://www.basketball-reference.com//boxscores/202401290MIA.html,,"19,600",Kaseya Center,
2024-01-29,8:00p,Los Angeles Lakers,119,Houston Rockets,135,https://www.basketball-reference.com//boxscores/202401290HOU.html,,"18,055",Toyota Center,
2024-01-29,8:00p,Sacramento Kings,103,Memphis Grizzlies,94,https://www.basketball-reference.com//boxscores/202401290MEM.html,,"15,333",FedEx Forum,
2024-01-29,8:00p,Minnesota Timberwolves,107,Oklahoma City Thunder,101,https://www.basketball-reference.com//boxscores/202401290OKC.html,,"16,870",Paycom Center,
2024-01-29,8:00p,Washington Wizards,118,San Antonio Spurs,113,https://www.basketball-reference.com//boxscores/202401290SAS.html,,"17,020",Frost Bank Center,
2024-01-29,8:30p,Orlando Magic,129,Dallas Mavericks,131,https://www.basketball-reference.com//boxscores/202401290DAL.html,,"20,020",American Airlines Center,
2024-01-29,9:00p,Milwaukee Bucks,107,Denver Nuggets,113,https://www.basketball-reference.com//boxscores/202401290DEN.html,,"19,801",Ball Arena,
2024-01-29,10:00p,Philadelphia 76ers,104,Portland Trail Blazers,130,https://www.basketball-reference.com//boxscores/202401290POR.html,,"17,128",Moda Center,
2024-01-30,7:30p,Los Angeles Lakers,122,Atlanta Hawks,138,https://www.basketball-reference.com//boxscores/202401300ATL.html,,"17,871",State Farm Arena,
2024-01-30,7:30p,Indiana Pacers,124,Boston Celtics,129,https://www.basketball-reference.com//boxscores/202401300BOS.html,,"19,156",TD Garden,
2024-01-30,7:30p,Utah Jazz,103,New York Knicks,118,https://www.basketball-reference.com//boxscores/202401300NYK.html,,"19,133",Madison Square Garden (IV),
2024-01-30,8:00p,Toronto Raptors,118,Chicago Bulls,107,https://www.basketball-reference.com//boxscores/202401300CHI.html,,"21,259",United Center,
2024-01-30,10:00p,Philadelphia 76ers,107,Golden State Warriors,119,https://www.basketball-reference.com//boxscores/202401300GSW.html,,"18,064",Chase Center,
2024-01-31,7:00p,Chicago Bulls,117,Charlotte Hornets,110,https://www.basketball-reference.com//boxscores/202401310CHO.html,,"13,712",Spectrum Center,
2024-01-31,7:00p,Detroit Pistons,121,Cleveland Cavaliers,128,https://www.basketball-reference.com//boxscores/202401310CLE.html,,"19,432",Rocket Mortgage Fieldhouse,
2024-01-31,7:00p,Los Angeles Clippers,125,Washington Wizards,109,https://www.basketball-reference.com//boxscores/202401310WAS.html,,"17,201",Capital One Arena,
2024-01-31,7:30p,Sacramento Kings,106,Miami Heat,115,https://www.basketball-reference.com//boxscores/202401310MIA.html,,"19,600",Kaseya Center,
2024-01-31,8:00p,New Orleans Pelicans,110,Houston Rockets,99,https://www.basketball-reference.com//boxscores/202401310HOU.html,,"18,055",Toyota Center,
2024-01-31,8:00p,Dallas Mavericks,87,Minnesota Timberwolves,121,https://www.basketball-reference.com//boxscores/202401310MIN.html,,"18,024",Target Center,
2024-01-31,8:00p,Denver Nuggets,100,Oklahoma City Thunder,105,https://www.basketball-reference.com//boxscores/202401310OKC.html,,"16,723",Paycom Center,
2024-01-31,8:00p,Orlando Magic,108,San Antonio Spurs,98,https://www.basketball-reference.com//boxscores/202401310SAS.html,,"17,081",Frost Bank Center,
2024-01-31,8:30p,Phoenix Suns,136,Brooklyn Nets,120,https://www.basketball-reference.com//boxscores/202401310BRK.html,,"17,732",Barclays Center,
2024-01-31,10:00p,Milwaukee Bucks,116,Portland Trail Blazers,119,https://www.basketball-reference.com//boxscores/202401310POR.html,,"19,335",Moda Center,
2024-02-01,7:30p,Los Angeles Lakers,114,Boston Celtics,105,https://www.basketball-reference.com//boxscores/202402010BOS.html,,"19,156",TD Garden,
2024-02-01,7:30p,Indiana Pacers,105,New York Knicks,109,https://www.basketball-reference.com//boxscores/202402010NYK.html,,"19,812",Madison Square Garden (IV),
2024-02-01,8:00p,Cleveland Cavaliers,108,Memphis Grizzlies,101,https://www.basketball-reference.com//boxscores/202402010MEM.html,,"15,505",FedEx Forum,
2024-02-01,10:00p,Philadelphia 76ers,127,Utah Jazz,124,https://www.basketball-reference.com//boxscores/202402010UTA.html,,"18,206",Delta Center,
2024-02-02,7:00p,Los Angeles Clippers,136,Detroit Pistons,125,https://www.basketball-reference.com//boxscores/202402020DET.html,,"19,122",Little Caesars Arena,
2024-02-02,7:00p,Miami Heat,110,Washington Wizards,102,https://www.basketball-reference.com//boxscores/202402020WAS.html,,"18,308",Capital One Arena,
2024-02-02,7:30p,Phoenix Suns,120,Atlanta Hawks,129,https://www.basketball-reference.com//boxscores/202402020ATL.html,,"16,536",State Farm Arena,
2024-02-02,7:30p,Sacramento Kings,133,Indiana Pacers,122,https://www.basketball-reference.com//boxscores/202402020IND.html,,"17,274",Gainbridge Fieldhouse,
2024-02-02,8:00p,Toronto Raptors,106,Houston Rockets,135,https://www.basketball-reference.com//boxscores/202402020HOU.html,,"18,055",Toyota Center,
2024-02-02,8:00p,Golden State Warriors,121,Memphis Grizzlies,101,https://www.basketball-reference.com//boxscores/202402020MEM.html,,"17,794",FedEx Forum,
2024-02-02,8:00p,Orlando Magic,108,Minnesota Timberwolves,106,https://www.basketball-reference.com//boxscores/202402020MIN.html,,"18,024",Target Center,
2024-02-02,8:00p,Charlotte Hornets,106,Oklahoma City Thunder,126,https://www.basketball-reference.com//boxscores/202402020OKC.html,,"17,552",Paycom Center,
2024-02-02,8:00p,New Orleans Pelicans,114,San Antonio Spurs,113,https://www.basketball-reference.com//boxscores/202402020SAS.html,,"17,207",Frost Bank Center,
2024-02-02,9:00p,Portland Trail Blazers,108,Denver Nuggets,120,https://www.basketball-reference.com//boxscores/202402020DEN.html,,"19,622",Ball Arena,
2024-02-03,6:00p,Brooklyn Nets,136,Philadelphia 76ers,121,https://www.basketball-reference.com//boxscores/202402030PHI.html,,"20,673",Wells Fargo Center,
2024-02-03,7:30p,Golden State Warriors,134,Atlanta Hawks,141,https://www.basketball-reference.com//boxscores/202402030ATL.html,OT,"17,600",State Farm Arena,
2024-02-03,8:00p,Sacramento Kings,123,Chicago Bulls,115,https://www.basketball-reference.com//boxscores/202402030CHI.html,,"21,579",United Center,
2024-02-03,8:30p,Milwaukee Bucks,129,Dallas Mavericks,117,https://www.basketball-reference.com//boxscores/202402030DAL.html,,"20,377",American Airlines Center,
2024-02-03,8:30p,Los Angeles Lakers,113,New York Knicks,105,https://www.basketball-reference.com//boxscores/202402030NYK.html,,"19,812",Madison Square Garden (IV),
2024-02-03,8:30p,Cleveland Cavaliers,117,San Antonio Spurs,101,https://www.basketball-reference.com//boxscores/202402030SAS.html,,"18,354",Frost Bank Center,
2024-02-04,3:00p,Orlando Magic,111,Detroit Pistons,99,https://www.basketball-reference.com//boxscores/202402040DET.html,,"17,982",Little Caesars Arena,
2024-02-04,3:30p,Phoenix Suns,140,Washington Wizards,112,https://www.basketball-reference.com//boxscores/202402040WAS.html,,"16,984",Capital One Arena,
2024-02-04,6:00p,Memphis Grizzlies,91,Boston Celtics,131,https://www.basketball-reference.com//boxscores/202402040BOS.html,,"19,156",TD Garden,
2024-02-04,6:00p,Indiana Pacers,115,Charlotte Hornets,99,https://www.basketball-reference.com//boxscores/202402040CHO.html,,"15,687",Spectrum Center,
2024-02-04,6:00p,Los Angeles Clippers,103,Miami Heat,95,https://www.basketball-reference.com//boxscores/202402040MIA.html,,"19,855",Kaseya Center,
2024-02-04,7:00p,Houston Rockets,90,Minnesota Timberwolves,111,https://www.basketball-reference.com//boxscores/202402040MIN.html,,"18,024",Target Center,
2024-02-04,7:00p,Toronto Raptors,127,Oklahoma City Thunder,135,https://www.basketball-reference.com//boxscores/202402040OKC.html,2OT,"17,059",Paycom Center,
2024-02-04,8:00p,Milwaukee Bucks,108,Utah Jazz,123,https://www.basketball-reference.com//boxscores/202402040UTA.html,,"18,206",Delta Center,
2024-02-04,8:30p,Portland Trail Blazers,103,Denver Nuggets,112,https://www.basketball-reference.com//boxscores/202402040DEN.html,,"19,715",Ball Arena,
2024-02-05,7:00p,Los Angeles Lakers,124,Charlotte Hornets,118,https://www.basketball-reference.com//boxscores/202402050CHO.html,,"19,375",Spectrum Center,
2024-02-05,7:00p,Sacramento Kings,110,Cleveland Cavaliers,136,https://www.basketball-reference.com//boxscores/202402050CLE.html,,"19,432",Rocket Mortgage Fieldhouse,
2024-02-05,7:00p,Dallas Mavericks,118,Philadelphia 76ers,102,https://www.basketball-reference.com//boxscores/202402050PHI.html,,"19,764",Wells Fargo Center,
2024-02-05,7:30p,Los Angeles Clippers,149,Atlanta Hawks,144,https://www.basketball-reference.com//boxscores/202402050ATL.html,,"17,093",State Farm Arena,
2024-02-05,7:30p,Golden State Warriors,109,Brooklyn Nets,98,https://www.basketball-reference.com//boxscores/202402050BRK.html,,"17,919",Barclays Center,
2024-02-05,8:00p,Toronto Raptors,100,New Orleans Pelicans,138,https://www.basketball-reference.com//boxscores/202402050NOP.html,,"17,429",Smoothie King Center,
2024-02-06,7:00p,Houston Rockets,129,Indiana Pacers,132,https://www.basketball-reference.com//boxscores/202402060IND.html,,"15,571",Gainbridge Fieldhouse,
2024-02-06,7:30p,Dallas Mavericks,119,Brooklyn Nets,107,https://www.basketball-reference.com//boxscores/202402060BRK.html,,"17,732",Barclays Center,
2024-02-06,7:30p,Orlando Magic,95,Miami Heat,121,https://www.basketball-reference.com//boxscores/202402060MIA.html,,"19,600",Kaseya Center,
2024-02-06,7:30p,Memphis Grizzlies,113,New York Knicks,123,https://www.basketball-reference.com//boxscores/202402060NYK.html,,"19,013",Madison Square Garden (IV),
2024-02-06,8:00p,Minnesota Timberwolves,123,Chicago Bulls,129,https://www.basketball-reference.com//boxscores/202402060CHI.html,OT,"20,949",United Center,
