Date,Start Time (ET),Visitor,Visitor Points,Home,Home Points,Box Score,Overtime,Attendance,Arena,Notes
"Thu, Oct 26, 2023",10:00p,Phoenix Suns,95,Los Angeles Lakers,100,https://www.basketball-reference.com//boxscores/202310260LAL.html,,"18,997",Crypto.com Arena,
"Fri, Oct 27, 2023",7:00p,Denver Nuggets,108,Memphis Grizzlies,104,https://www.basketball-reference.com//boxscores/202310270MEM.html,,"16,617",FedEx Forum,
"Fri, Oct 27, 2023",7:00p,Detroit Pistons,111,Charlotte Hornets,99,https://www.basketball-reference.com//boxscores/202310270CHO.html,,"15,855",Spectrum Center,
"Fri, Oct 27, 2023",7:30p,New York Knicks,126,Atlanta Hawks,120,https://www.basketball-reference.com//boxscores/202310270ATL.html,,"17,692",State Farm Arena,
"Fri, Oct 27, 2023",7:30p,Oklahoma City Thunder,108,Cleveland Cavaliers,105,https://www.basketball-reference.com//boxscores/202310270CLE.html,,"19,432",Rocket Mortgage Fieldhouse,
"Fri, Oct 27, 2023",7:30p,Miami Heat,111,Boston Celtics,119,https://www.basketball-reference.com//boxscores/202310270BOS.html,,"19,156",TD Garden,
"Fri, Oct 27, 2023",8:00p,Toronto Raptors,103,Chicago Bulls,104,https://www.basketball-reference.com//boxscores/202310270CHI.html,OT,"19,555",United Center,
"Fri, Oct 27, 2023",8:00p,Houston Rockets,122,San Antonio Spurs,126,https://www.basketball-reference.com//boxscores/202310270SAS.html,OT,"18,354",Frost Bank Center,
"Fri, Oct 27, 2023",8:30p,Brooklyn Nets,120,Dallas Mavericks,125,https://www.basketball-reference.com//boxscores/202310270DAL.html,,"20,238",American Airlines Center,
"Fri, Oct 27, 2023",9:30p,Los Angeles Clippers,118,Utah Jazz,120,https://www.basketball-reference.com//boxscores/202310270UTA.html,,"18,206",Delta Center,
"Fri, Oct 27, 2023",10:00p,Orlando Magic,102,Portland Trail Blazers,97,https://www.basketball-reference.com//boxscores/202310270POR.html,,"19,464",Moda Center,
"Fri, Oct 27, 2023",10:00p,Golden State Warriors,122,Sacramento Kings,114,https://www.basketball-reference.com//boxscores/202310270SAC.html,,"18,250",Golden 1 Center,
"Sat, Oct 28, 2023",7:00p,Chicago Bulls,102,Detroit Pistons,118,https://www.basketball-reference.com//boxscores/202310280DET.html,,"20,062",Little Caesars Arena,
"Sat, Oct 28, 2023",7:00p,Memphis Grizzlies,106,Washington Wizards,113,https://www.basketball-reference.com//boxscores/202310280WAS.html,,"16,191",Capital One Arena,
"Sat, Oct 28, 2023",7:00p,New York Knicks,87,New Orleans Pelicans,96,https://www.basketball-reference.com//boxscores/202310280NOP.html,,"16,331",Smoothie King Center,
"Sat, Oct 28, 2023",7:30p,Indiana Pacers,125,Cleveland Cavaliers,113,https://www.basketball-reference.com//boxscores/202310280CLE.html,,"19,432",Rocket Mortgage Fieldhouse,
"Sat, Oct 28, 2023",7:30p,Philadelphia 76ers,114,Toronto Raptors,107,https://www.basketball-reference.com//boxscores/202310280TOR.html,,"19,800",Scotiabank Arena,
"Sat, Oct 28, 2023",8:00p,Miami Heat,90,Minnesota Timberwolves,106,https://www.basketball-reference.com//boxscores/202310280MIN.html,,"18,024",Target Center,
"Sat, Oct 28, 2023",10:00p,Utah Jazz,104,Phoenix Suns,126,https://www.basketball-reference.com//boxscores/202310280PHO.html,,"17,071",Footprint Center,
"Sun, Oct 29, 2023",3:30p,Denver Nuggets,128,Oklahoma City Thunder,95,https://www.basketball-reference.com//boxscores/202310290OKC.html,,"18,203",Paycom Center,
"Sun, Oct 29, 2023",7:00p,Golden State Warriors,106,Houston Rockets,95,https://www.basketball-reference.com//boxscores/202310290HOU.html,,"18,055",Toyota Center,
"Sun, Oct 29, 2023",7:00p,Atlanta Hawks,127,Milwaukee Bucks,110,https://www.basketball-reference.com//boxscores/202310290MIL.html,,"17,341",Fiserv Forum,
"Sun, Oct 29, 2023",7:30p,Portland Trail Blazers,98,Philadelphia 76ers,126,https://www.basketball-reference.com//boxscores/202310290PHI.html,,"19,768",Wells Fargo Center,
"Sun, Oct 29, 2023",9:00p,San Antonio Spurs,83,Los Angeles Clippers,123,https://www.basketball-reference.com//boxscores/202310290LAC.html,,"19,370",Crypto.com Arena,
"Sun, Oct 29, 2023",9:00p,Los Angeles Lakers,127,Sacramento Kings,132,https://www.basketball-reference.com//boxscores/202310290SAC.html,OT,"18,198",Golden 1 Center,
"Mon, Oct 30, 2023",7:00p,Chicago Bulls,112,Indiana Pacers,105,https://www.basketball-reference.com//boxscores/202310300IND.html,,"15,021",Gainbridge Fieldhouse,
"Mon, Oct 30, 2023",7:00p,Boston Celtics,126,Washington Wizards,107,https://www.basketball-reference.com//boxscores/202310300WAS.html,,"17,898",Capital One Arena,
"Mon, Oct 30, 2023",7:00p,Brooklyn Nets,133,Charlotte Hornets,121,https://www.basketball-reference.com//boxscores/202310300CHO.html,,"14,491",Spectrum Center,
"Mon, Oct 30, 2023",7:30p,Portland Trail Blazers,99,Toronto Raptors,91,https://www.basketball-reference.com//boxscores/202310300TOR.html,,"19,266",Scotiabank Arena,
"Mon, Oct 30, 2023",7:30p,Minnesota Timberwolves,113,Atlanta Hawks,127,https://www.basketball-reference.com//boxscores/202310300ATL.html,,"15,504",State Farm Arena,
"Mon, Oct 30, 2023",8:00p,Dallas Mavericks,125,Memphis Grizzlies,110,https://www.basketball-reference.com//boxscores/202310300MEM.html,,"15,031",FedEx Forum,
"Mon, Oct 30, 2023",8:00p,Miami Heat,114,Milwaukee Bucks,122,https://www.basketball-reference.com//boxscores/202310300MIL.html,,"17,341",Fiserv Forum,
"Mon, Oct 30, 2023",8:00p,Golden State Warriors,130,New Orleans Pelicans,102,https://www.basketball-reference.com//boxscores/202310300NOP.html,,"17,286",Smoothie King Center,
"Mon, Oct 30, 2023",8:00p,Detroit Pistons,112,Oklahoma City Thunder,124,https://www.basketball-reference.com//boxscores/202310300OKC.html,,"16,127",Paycom Center,
"Mon, Oct 30, 2023",9:00p,Utah Jazz,102,Denver Nuggets,110,https://www.basketball-reference.com//boxscores/202310300DEN.html,,"19,671",Ball Arena,
"Mon, Oct 30, 2023",10:30p,Orlando Magic,103,Los Angeles Lakers,106,https://www.basketball-reference.com//boxscores/202310300LAL.html,,"18,997",Crypto.com Arena,
"Tue, Oct 31, 2023",7:30p,New York Knicks,109,Cleveland Cavaliers,91,https://www.basketball-reference.com//boxscores/202310310CLE.html,,"19,432",Rocket Mortgage Fieldhouse,
"Tue, Oct 31, 2023",10:00p,San Antonio Spurs,115,Phoenix Suns,114,https://www.basketball-reference.com//boxscores/202310310PHO.html,,"17,071",Footprint Center,
"Tue, Oct 31, 2023",10:30p,Orlando Magic,102,Los Angeles Clippers,118,https://www.basketball-reference.com//boxscores/202310310LAC.html,,"14,014",Crypto.com Arena,
"Wed, Nov 1, 2023",7:00p,Portland Trail Blazers,110,Detroit Pistons,101,https://www.basketball-reference.com//boxscores/202311010DET.html,,"16,912",Little Caesars Arena,
"Wed, Nov 1, 2023",7:00p,Milwaukee Bucks,111,Toronto Raptors,130,https://www.basketball-reference.com//boxscores/202311010TOR.html,,"19,800",Scotiabank Arena,
"Wed, Nov 1, 2023",7:30p,Washington Wizards,121,Atlanta Hawks,130,https://www.basketball-reference.com//boxscores/202311010ATL.html,,"15,925",State Farm Arena,
"Wed, Nov 1, 2023",7:30p,Indiana Pacers,104,Boston Celtics,155,https://www.basketball-reference.com//boxscores/202311010BOS.html,,"19,156",TD Garden,
"Wed, Nov 1, 2023",7:30p,Brooklyn Nets,109,Miami Heat,105,https://www.basketball-reference.com//boxscores/202311010MIA.html,,"19,600",Kaseya Center,
"Wed, Nov 1, 2023",7:30p,Cleveland Cavaliers,95,New York Knicks,89,https://www.basketball-reference.com//boxscores/202311010NYK.html,,"19,812",Madison Square Garden (IV),
"Wed, Nov 1, 2023",7:30p,New Orleans Pelicans,110,Oklahoma City Thunder,106,https://www.basketball-reference.com//boxscores/202311010OKC.html,,"15,764",Paycom Center,
"Wed, Nov 1, 2023",8:00p,Charlotte Hornets,119,Houston Rockets,128,https://www.basketball-reference.com//boxscores/202311010HOU.html,,"16,263",Toyota Center,
"Wed, Nov 1, 2023",8:00p,Denver Nuggets,89,Minnesota Timberwolves,110,https://www.basketball-reference.com//boxscores/202311010MIN.html,,"18,024",Target Center,
"Wed, Nov 1, 2023",8:30p,Chicago Bulls,105,Dallas Mavericks,114,https://www.basketball-reference.com//boxscores/202311010DAL.html,,"20,103",American Airlines Center,
"Wed, Nov 1, 2023",9:00p,Memphis Grizzlies,109,Utah Jazz,133,https://www.basketball-reference.com//boxscores/202311010UTA.html,,"18,206",Delta Center,
"Wed, Nov 1, 2023",10:00p,Sacramento Kings,101,Golden State Warriors,102,https://www.basketball-reference.com//boxscores/202311010GSW.html,,"18,064",Chase Center,
"Wed, Nov 1, 2023",10:00p,Los Angeles Clippers,125,Los Angeles Lakers,130,https://www.basketball-reference.com//boxscores/202311010LAL.html,OT,"18,997",Crypto.com Arena,
"Thu, Nov 2, 2023",7:00p,Toronto Raptors,99,Philadelphia 76ers,114,https://www.basketball-reference.com//boxscores/202311020PHI.html,,"19,773",Wells Fargo Center,
"Thu, Nov 2, 2023",8:00p,Detroit Pistons,116,New Orleans Pelicans,125,https://www.basketball-reference.com//boxscores/202311020NOP.html,,"15,884",Smoothie King Center,
"Thu, Nov 2, 2023",9:00p,Orlando Magic,115,Utah Jazz,113,https://www.basketball-reference.com//boxscores/202311020UTA.html,,"18,206",Delta Center,
"Thu, Nov 2, 2023",10:00p,San Antonio Spurs,132,Phoenix Suns,121,https://www.basketball-reference.com//boxscores/202311020PHO.html,,"17,071",Footprint Center,
"Fri, Nov 3, 2023",7:00p,Cleveland Cavaliers,116,Indiana Pacers,121,https://www.basketball-reference.com//boxscores/202311030IND.html,,"16,744",Gainbridge Fieldhouse,In-Season Tournament
"Fri, Nov 3, 2023",7:30p,New York Knicks,105,Milwaukee Bucks,110,https://www.basketball-reference.com//boxscores/202311030MIL.html,,"17,717",Fiserv Forum,In-Season Tournament
"Fri, Nov 3, 2023",8:00p,Brooklyn Nets,109,Chicago Bulls,107,https://www.basketball-reference.com//boxscores/202311030CHI.html,,"20,645",United Center,In-Season Tournament
"Fri, Nov 3, 2023",8:00p,Washington Wizards,114,Miami Heat,121,https://www.basketball-reference.com//boxscores/202311030MIA.html,,"19,660",Kaseya Center,In-Season Tournament
"Fri, Nov 3, 2023",8:00p,Golden State Warriors,141,Oklahoma City Thunder,139,https://www.basketball-reference.com//boxscores/202311030OKC.html,,"16,827",Paycom Center,In-Season Tournament
"Fri, Nov 3, 2023",10:00p,Dallas Mavericks,114,Denver Nuggets,125,https://www.basketball-reference.com//boxscores/202311030DEN.html,,"19,729",Ball Arena,In-Season Tournament
"Fri, Nov 3, 2023",10:00p,Memphis Grizzlies,113,Portland Trail Blazers,115,https://www.basketball-reference.com//boxscores/202311030POR.html,OT,"18,592",Moda Center,In-Season Tournament
"Sat, Nov 4, 2023",1:00p,Phoenix Suns,100,Philadelphia 76ers,112,https://www.basketball-reference.com//boxscores/202311040PHI.html,,"19,796",Wells Fargo Center,
"Sat, Nov 4, 2023",7:00p,Charlotte Hornets,125,Indiana Pacers,124,https://www.basketball-reference.com//boxscores/202311040IND.html,,"15,945",Gainbridge Fieldhouse,
"Sat, Nov 4, 2023",7:00p,Atlanta Hawks,123,New Orleans Pelicans,105,https://www.basketball-reference.com//boxscores/202311040NOP.html,,"17,237",Smoothie King Center,
"Sat, Nov 4, 2023",7:00p,Los Angeles Lakers,101,Orlando Magic,120,https://www.basketball-reference.com//boxscores/202311040ORL.html,,"18,846",Amway Center,
"Sat, Nov 4, 2023",8:00p,Boston Celtics,124,Brooklyn Nets,114,https://www.basketball-reference.com//boxscores/202311040BRK.html,,"17,983",Barclays Center,
"Sat, Nov 4, 2023",8:00p,Sacramento Kings,89,Houston Rockets,107,https://www.basketball-reference.com//boxscores/202311040HOU.html,,"18,055",Toyota Center,
"Sat, Nov 4, 2023",8:00p,Utah Jazz,95,Minnesota Timberwolves,123,https://www.basketball-reference.com//boxscores/202311040MIN.html,,"18,024",Target Center,
"Sat, Nov 4, 2023",9:00p,Chicago Bulls,101,Denver Nuggets,123,https://www.basketball-reference.com//boxscores/202311040DEN.html,,"19,610",Ball Arena,
"Sun, Nov 5, 2023",3:00p,Phoenix Suns,120,Detroit Pistons,106,https://www.basketball-reference.com//boxscores/202311050DET.html,,"20,062",Little Caesars Arena,
"Sun, Nov 5, 2023",3:30p,Toronto Raptors,123,San Antonio Spurs,116,https://www.basketball-reference.com//boxscores/202311050SAS.html,OT,"18,354",Frost Bank Center,
"Sun, Nov 5, 2023",6:00p,Golden State Warriors,104,Cleveland Cavaliers,115,https://www.basketball-reference.com//boxscores/202311050CLE.html,,"19,432",Rocket Mortgage Fieldhouse,
"Sun, Nov 5, 2023",7:30p,Charlotte Hornets,118,Dallas Mavericks,124,https://www.basketball-reference.com//boxscores/202311050DAL.html,,"20,052",American Airlines Center,
"Sun, Nov 5, 2023",9:00p,Memphis Grizzlies,112,Portland Trail Blazers,100,https://www.basketball-reference.com//boxscores/202311050POR.html,,"18,187",Moda Center,
"Mon, Nov 6, 2023",7:00p,Golden State Warriors,120,Detroit Pistons,109,https://www.basketball-reference.com//boxscores/202311060DET.html,,"20,062",Little Caesars Arena,
"Mon, Nov 6, 2023",7:00p,San Antonio Spurs,111,Indiana Pacers,152,https://www.basketball-reference.com//boxscores/202311060IND.html,,"15,129",Gainbridge Fieldhouse,
"Mon, Nov 6, 2023",7:00p,Dallas Mavericks,117,Orlando Magic,102,https://www.basketball-reference.com//boxscores/202311060ORL.html,,"19,409",Amway Center,
"Mon, Nov 6, 2023",7:00p,Washington Wizards,128,Philadelphia 76ers,146,https://www.basketball-reference.com//boxscores/202311060PHI.html,,"19,765",Wells Fargo Center,
"Mon, Nov 6, 2023",7:30p,Milwaukee Bucks,129,Brooklyn Nets,125,https://www.basketball-reference.com//boxscores/202311060BRK.html,,"17,935",Barclays Center,
"Mon, Nov 6, 2023",7:30p,Los Angeles Lakers,107,Miami Heat,108,https://www.basketball-reference.com//boxscores/202311060MIA.html,,"19,725",Kaseya Center,
"Mon, Nov 6, 2023",7:30p,Los Angeles Clippers,97,New York Knicks,111,https://www.basketball-reference.com//boxscores/202311060NYK.html,,"19,812",Madison Square Garden (IV),
"Mon, Nov 6, 2023",8:00p,Utah Jazz,113,Chicago Bulls,130,https://www.basketball-reference.com//boxscores/202311060CHI.html,,"18,031",United Center,
"Mon, Nov 6, 2023",8:00p,Sacramento Kings,97,Houston Rockets,122,https://www.basketball-reference.com//boxscores/202311060HOU.html,,"15,130",Toyota Center,
"Mon, Nov 6, 2023",8:00p,Boston Celtics,109,Minnesota Timberwolves,114,https://www.basketball-reference.com//boxscores/202311060MIN.html,OT,"18,024",Target Center,
"Mon, Nov 6, 2023",8:00p,Atlanta Hawks,117,Oklahoma City Thunder,126,https://www.basketball-reference.com//boxscores/202311060OKC.html,,"16,486",Paycom Center,
"Mon, Nov 6, 2023",9:00p,New Orleans Pelicans,116,Denver Nuggets,134,https://www.basketball-reference.com//boxscores/202311060DEN.html,,"19,544",Ball Arena,
"Wed, Nov 8, 2023",7:00p,Washington Wizards,132,Charlotte Hornets,116,https://www.basketball-reference.com//boxscores/202311080CHO.html,,"14,267",Spectrum Center,
"Wed, Nov 8, 2023",7:00p,Utah Jazz,118,Indiana Pacers,134,https://www.basketball-reference.com//boxscores/202311080IND.html,,"14,509",Gainbridge Fieldhouse,
"Wed, Nov 8, 2023",7:00p,Boston Celtics,103,Philadelphia 76ers,106,https://www.basketball-reference.com//boxscores/202311080PHI.html,,"19,953",Wells Fargo Center,
"Wed, Nov 8, 2023",7:30p,Los Angeles Clippers,93,Brooklyn Nets,100,https://www.basketball-reference.com//boxscores/202311080BRK.html,,"17,933",Barclays Center,
"Wed, Nov 8, 2023",7:30p,San Antonio Spurs,105,New York Knicks,126,https://www.basketball-reference.com//boxscores/202311080NYK.html,,"19,812",Madison Square Garden (IV),
"Wed, Nov 8, 2023",8:00p,Phoenix Suns,116,Chicago Bulls,115,https://www.basketball-reference.com//boxscores/202311080CHI.html,OT,"18,220",United Center,
"Wed, Nov 8, 2023",8:00p,Los Angeles Lakers,94,Houston Rockets,128,https://www.basketball-reference.com//boxscores/202311080HOU.html,,"18,055",Toyota Center,
"Wed, Nov 8, 2023",8:00p,Miami Heat,108,Memphis Grizzlies,102,https://www.basketball-reference.com//boxscores/202311080MEM.html,,"16,781",FedEx Forum,
"Wed, Nov 8, 2023",8:00p,Detroit Pistons,118,Milwaukee Bucks,120,https://www.basketball-reference.com//boxscores/202311080MIL.html,,"17,341",Fiserv Forum,
"Wed, Nov 8, 2023",8:00p,New Orleans Pelicans,101,Minnesota Timberwolves,122,https://www.basketball-reference.com//boxscores/202311080MIN.html,,"18,024",Target Center,
"Wed, Nov 8, 2023",8:00p,Cleveland Cavaliers,120,Oklahoma City Thunder,128,https://www.basketball-reference.com//boxscores/202311080OKC.html,,"16,314",Paycom Center,
"Wed, Nov 8, 2023",8:30p,Toronto Raptors,127,Dallas Mavericks,116,https://www.basketball-reference.com//boxscores/202311080DAL.html,,"20,063",American Airlines Center,
"Wed, Nov 8, 2023",10:00p,Golden State Warriors,105,Denver Nuggets,108,https://www.basketball-reference.com//boxscores/202311080DEN.html,,"19,737",Ball Arena,
"Wed, Nov 8, 2023",10:00p,Portland Trail Blazers,118,Sacramento Kings,121,https://www.basketball-reference.com//boxscores/202311080SAC.html,OT,"17,829",Golden 1 Center,
"Thu, Nov 9, 2023",7:00p,Milwaukee Bucks,124,Indiana Pacers,126,https://www.basketball-reference.com//boxscores/202311090IND.html,,"14,648",Gainbridge Fieldhouse,
"Thu, Nov 9, 2023",9:30p,Atlanta Hawks,120,Orlando Magic,119,https://www.basketball-reference.com//boxscores/202311090ORL.html,,"19,986",Mexico City Arena,"at Mexico City, Mexico"
"Fri, Nov 10, 2023",7:00p,Philadelphia 76ers,114,Detroit Pistons,106,https://www.basketball-reference.com//boxscores/202311100DET.html,,"18,902",Little Caesars Arena,In-Season Tournament
"Fri, Nov 10, 2023",7:00p,Charlotte Hornets,124,Washington Wizards,117,https://www.basketball-reference.com//boxscores/202311100WAS.html,,"17,602",Capital One Arena,In-Season Tournament
"Fri, Nov 10, 2023",7:30p,Brooklyn Nets,107,Boston Celtics,121,https://www.basketball-reference.com//boxscores/202311100BOS.html,,"19,156",TD Garden,In-Season Tournament
"Fri, Nov 10, 2023",8:00p,New Orleans Pelicans,101,Houston Rockets,104,https://www.basketball-reference.com//boxscores/202311100HOU.html,,"16,236",Toyota Center,In-Season Tournament
"Fri, Nov 10, 2023",8:00p,Utah Jazz,127,Memphis Grizzlies,121,https://www.basketball-reference.com//boxscores/202311100MEM.html,,"16,977",FedEx Forum,In-Season Tournament
"Fri, Nov 10, 2023",8:00p,Minnesota Timberwolves,117,San Antonio Spurs,110,https://www.basketball-reference.com//boxscores/202311100SAS.html,,"18,354",Frost Bank Center,In-Season Tournament
"Fri, Nov 10, 2023",8:30p,Los Angeles Clippers,126,Dallas Mavericks,144,https://www.basketball-reference.com//boxscores/202311100DAL.html,,"20,377",American Airlines Center,In-Season Tournament
"Fri, Nov 10, 2023",10:00p,Los Angeles Lakers,122,Phoenix Suns,119,https://www.basketball-reference.com//boxscores/202311100PHO.html,,"17,071",Footprint Center,In-Season Tournament
"Fri, Nov 10, 2023",10:00p,Oklahoma City Thunder,98,Sacramento Kings,105,https://www.basketball-reference.com//boxscores/202311100SAC.html,,"18,097",Golden 1 Center,In-Season Tournament
"Sat, Nov 11, 2023",6:00p,Milwaukee Bucks,97,Orlando Magic,112,https://www.basketball-reference.com//boxscores/202311110ORL.html,,"19,354",Amway Center,
"Sat, Nov 11, 2023",7:00p,Toronto Raptors,94,Boston Celtics,117,https://www.basketball-reference.com//boxscores/202311110BOS.html,,"19,156",TD Garden,
"Sat, Nov 11, 2023",7:30p,Miami Heat,117,Atlanta Hawks,109,https://www.basketball-reference.com//boxscores/202311110ATL.html,,"17,722",State Farm Arena,
"Sat, Nov 11, 2023",8:30p,Cleveland Cavaliers,118,Golden State Warriors,110,https://www.basketball-reference.com//boxscores/202311110GSW.html,,"18,064",Chase Center,
"Sun, Nov 12, 2023",12:00p,Charlotte Hornets,107,New York Knicks,129,https://www.basketball-reference.com//boxscores/202311120NYK.html,,"19,812",Madison Square Garden (IV),
"Sun, Nov 12, 2023",3:00p,Washington Wizards,94,Brooklyn Nets,102,https://www.basketball-reference.com//boxscores/202311120BRK.html,,"17,732",Barclays Center,
"Sun, Nov 12, 2023",3:30p,Memphis Grizzlies,105,Los Angeles Clippers,101,https://www.basketball-reference.com//boxscores/202311120LAC.html,,"17,220",Crypto.com Arena,
"Sun, Nov 12, 2023",6:00p,Indiana Pacers,126,Philadelphia 76ers,137,https://www.basketball-reference.com//boxscores/202311120PHI.html,,"19,758",Wells Fargo Center,
"Sun, Nov 12, 2023",7:00p,Detroit Pistons,108,Chicago Bulls,119,https://www.basketball-reference.com//boxscores/202311120CHI.html,,"19,088",United Center,
"Sun, Nov 12, 2023",7:00p,Denver Nuggets,104,Houston Rockets,107,https://www.basketball-reference.com//boxscores/202311120HOU.html,,"18,055",Toyota Center,
"Sun, Nov 12, 2023",7:00p,Dallas Mavericks,136,New Orleans Pelicans,124,https://www.basketball-reference.com//boxscores/202311120NOP.html,,"16,302",Smoothie King Center,
"Sun, Nov 12, 2023",7:00p,Miami Heat,118,San Antonio Spurs,113,https://www.basketball-reference.com//boxscores/202311120SAS.html,,"18,036",Frost Bank Center,
"Sun, Nov 12, 2023",8:00p,Oklahoma City Thunder,111,Phoenix Suns,99,https://www.basketball-reference.com//boxscores/202311120PHO.html,,"17,071",Footprint Center,
"Sun, Nov 12, 2023",8:30p,Minnesota Timberwolves,116,Golden State Warriors,110,https://www.basketball-reference.com//boxscores/202311120GSW.html,,"18,064",Chase Center,
"Sun, Nov 12, 2023",10:00p,Portland Trail Blazers,110,Los Angeles Lakers,116,https://www.basketball-reference.com//boxscores/202311120LAL.html,,"18,997",Crypto.com Arena,
"Mon, Nov 13, 2023",7:30p,New York Knicks,98,Boston Celtics,114,https://www.basketball-reference.com//boxscores/202311130BOS.html,,"19,156",TD Garden,
"Mon, Nov 13, 2023",7:30p,Washington Wizards,107,Toronto Raptors,111,https://www.basketball-reference.com//boxscores/202311130TOR.html,,"19,800",Scotiabank Arena,
"Mon, Nov 13, 2023",8:00p,Chicago Bulls,109,Milwaukee Bucks,118,https://www.basketball-reference.com//boxscores/202311130MIL.html,,"17,865",Fiserv Forum,
"Mon, Nov 13, 2023",10:00p,Cleveland Cavaliers,120,Sacramento Kings,132,https://www.basketball-reference.com//boxscores/202311130SAC.html,,"17,829",Golden 1 Center,
"Tue, Nov 14, 2023",7:00p,Miami Heat,111,Charlotte Hornets,105,https://www.basketball-reference.com//boxscores/202311140CHO.html,,"15,673",Spectrum Center,In-Season Tournament
"Tue, Nov 14, 2023",7:00p,Atlanta Hawks,126,Detroit Pistons,120,https://www.basketball-reference.com//boxscores/202311140DET.html,,"16,963",Little Caesars Arena,In-Season Tournament
"Tue, Nov 14, 2023",7:00p,Indiana Pacers,132,Philadelphia 76ers,126,https://www.basketball-reference.com//boxscores/202311140PHI.html,,"19,774",Wells Fargo Center,In-Season Tournament
"Tue, Nov 14, 2023",7:30p,Orlando Magic,104,Brooklyn Nets,124,https://www.basketball-reference.com//boxscores/202311140BRK.html,,"17,361",Barclays Center,In-Season Tournament
"Tue, Nov 14, 2023",7:30p,San Antonio Spurs,87,Oklahoma City Thunder,123,https://www.basketball-reference.com//boxscores/202311140OKC.html,,"18,203",Paycom Center,In-Season Tournament
"Tue, Nov 14, 2023",8:00p,Dallas Mavericks,110,New Orleans Pelicans,131,https://www.basketball-reference.com//boxscores/202311140NOP.html,,"16,354",Smoothie King Center,In-Season Tournament
"Tue, Nov 14, 2023",9:00p,Portland Trail Blazers,99,Utah Jazz,115,https://www.basketball-reference.com//boxscores/202311140UTA.html,,"18,206",Delta Center,In-Season Tournament
"Tue, Nov 14, 2023",10:00p,Los Angeles Clippers,108,Denver Nuggets,111,https://www.basketball-reference.com//boxscores/202311140DEN.html,,"19,661",Ball Arena,In-Season Tournament
"Tue, Nov 14, 2023",10:00p,Minnesota Timberwolves,104,Golden State Warriors,101,https://www.basketball-reference.com//boxscores/202311140GSW.html,,"18,064",Chase Center,In-Season Tournament
"Tue, Nov 14, 2023",10:30p,Memphis Grizzlies,107,Los Angeles Lakers,134,https://www.basketball-reference.com//boxscores/202311140LAL.html,,"18,430",Crypto.com Arena,In-Season Tournament
"Wed, Nov 15, 2023",7:00p,Dallas Mavericks,130,Washington Wizards,117,https://www.basketball-reference.com//boxscores/202311150WAS.html,,"16,632",Capital One Arena,
"Wed, Nov 15, 2023",7:30p,New York Knicks,116,Atlanta Hawks,114,https://www.basketball-reference.com//boxscores/202311150ATL.html,,"17,060",State Farm Arena,
