,Date,Start Time (ET),Visitor,Visitor Points,Home,Home Points,Box Score,Overtime,Attendance,Arena,Notes
206,"Wed, Mar 27, 2013",10:30p,Brooklyn Nets,111,Portland Trail Blazers,93,https://www.basketball-reference.com//boxscores/201303270POR.html,,"20,127",Rose Garden Arena,
207,"Thu, Mar 28, 2013",8:00p,Los Angeles Lakers,103,Milwaukee Bucks,113,https://www.basketball-reference.com//boxscores/201303280MIL.html,,"16,884",BMO Harris Bradley Center,
208,"Thu, Mar 28, 2013",8:30p,Indiana Pacers,103,Dallas Mavericks,78,https://www.basketball-reference.com//boxscores/201303280DAL.html,,"20,037",American Airlines Center,
209,"Thu, Mar 28, 2013",10:00p,Sacramento Kings,117,Phoenix Suns,103,https://www.basketball-reference.com//boxscores/201303280PHO.html,,"15,086",US Airways Center,
210,"Fri, Mar 29, 2013",7:00p,Washington Wizards,92,Orlando Magic,97,https://www.basketball-reference.com//boxscores/201303290ORL.html,,"17,998",Amway Center,
211,"Fri, Mar 29, 2013",7:30p,Atlanta Hawks,107,Boston Celtics,118,https://www.basketball-reference.com//boxscores/201303290BOS.html,,"18,624",TD Garden,
212,"Fri, Mar 29, 2013",7:30p,Philadelphia 76ers,97,Cleveland Cavaliers,87,https://www.basketball-reference.com//boxscores/201303290CLE.html,,"17,324",Quicken Loans Arena,
213,"Fri, Mar 29, 2013",7:30p,Toronto Raptors,99,Detroit Pistons,82,https://www.basketball-reference.com//boxscores/201303290DET.html,,"19,322",The Palace of Auburn Hills,
214,"Fri, Mar 29, 2013",7:30p,Charlotte Bobcats,102,New York Knicks,111,https://www.basketball-reference.com//boxscores/201303290NYK.html,,"19,033",Madison Square Garden (IV),
215,"Fri, Mar 29, 2013",8:00p,Houston Rockets,94,Memphis Grizzlies,103,https://www.basketball-reference.com//boxscores/201303290MEM.html,,"18,119",FedEx Forum,
216,"Fri, Mar 29, 2013",8:00p,Oklahoma City Thunder,93,Minnesota Timberwolves,101,https://www.basketball-reference.com//boxscores/201303290MIN.html,,"18,121",Target Center,
217,"Fri, Mar 29, 2013",8:00p,Miami Heat,108,New Orleans Hornets,89,https://www.basketball-reference.com//boxscores/201303290NOH.html,,"18,647",New Orleans Arena,
218,"Fri, Mar 29, 2013",8:30p,Los Angeles Clippers,102,San Antonio Spurs,104,https://www.basketball-reference.com//boxscores/201303290SAS.html,,"18,581",AT&T Center,
219,"Fri, Mar 29, 2013",9:00p,Brooklyn Nets,87,Denver Nuggets,109,https://www.basketball-reference.com//boxscores/201303290DEN.html,,"19,155",Pepsi Center,
220,"Fri, Mar 29, 2013",10:00p,Utah Jazz,105,Portland Trail Blazers,95,https://www.basketball-reference.com//boxscores/201303290POR.html,,"19,527",Rose Garden Arena,
221,"Sat, Mar 30, 2013",2:00p,Chicago Bulls,98,Dallas Mavericks,100,https://www.basketball-reference.com//boxscores/201303300DAL.html,,"20,502",American Airlines Center,
222,"Sat, Mar 30, 2013",7:00p,Orlando Magic,88,Atlanta Hawks,97,https://www.basketball-reference.com//boxscores/201303300ATL.html,,"17,152",Philips Arena,
223,"Sat, Mar 30, 2013",8:00p,Los Angeles Clippers,81,Houston Rockets,98,https://www.basketball-reference.com//boxscores/201303300HOU.html,,"18,303",Toyota Center,
224,"Sat, Mar 30, 2013",8:00p,Memphis Grizzlies,99,Minnesota Timberwolves,86,https://www.basketball-reference.com//boxscores/201303300MIN.html,,"13,680",Target Center,
225,"Sat, Mar 30, 2013",8:00p,Charlotte Bobcats,92,Philadelphia 76ers,100,https://www.basketball-reference.com//boxscores/201303300PHI.html,,"16,764",Wells Fargo Center,
226,"Sat, Mar 30, 2013",8:30p,Oklahoma City Thunder,109,Milwaukee Bucks,99,https://www.basketball-reference.com//boxscores/201303300MIL.html,,"17,578",BMO Harris Bradley Center,
227,"Sat, Mar 30, 2013",9:00p,Brooklyn Nets,107,Utah Jazz,116,https://www.basketball-reference.com//boxscores/201303300UTA.html,,"18,008",EnergySolutions Arena,
228,"Sat, Mar 30, 2013",10:00p,Indiana Pacers,112,Phoenix Suns,104,https://www.basketball-reference.com//boxscores/201303300PHO.html,,"17,090",US Airways Center,
229,"Sat, Mar 30, 2013",10:00p,Los Angeles Lakers,103,Sacramento Kings,98,https://www.basketball-reference.com//boxscores/201303300SAC.html,,"17,317",Sleep Train Arena,
230,"Sat, Mar 30, 2013",10:30p,Portland Trail Blazers,98,Golden State Warriors,125,https://www.basketball-reference.com//boxscores/201303300GSW.html,,"19,596",Oracle Arena,
231,"Sun, Mar 31, 2013",6:00p,Cleveland Cavaliers,92,New Orleans Hornets,112,https://www.basketball-reference.com//boxscores/201303310NOH.html,,"11,008",New Orleans Arena,
232,"Sun, Mar 31, 2013",6:00p,Toronto Raptors,92,Washington Wizards,109,https://www.basketball-reference.com//boxscores/201303310WAS.html,,"14,360",Verizon Center,
233,"Sun, Mar 31, 2013",7:00p,Detroit Pistons,94,Chicago Bulls,95,https://www.basketball-reference.com//boxscores/201303310CHI.html,,"21,864",United Center,
234,"Sun, Mar 31, 2013",7:00p,Miami Heat,88,San Antonio Spurs,86,https://www.basketball-reference.com//boxscores/201303310SAS.html,,"18,581",AT&T Center,
235,"Sun, Mar 31, 2013",7:30p,Boston Celtics,89,New York Knicks,108,https://www.basketball-reference.com//boxscores/201303310NYK.html,,"19,033",Madison Square Garden (IV),
0,"Wed, May 1, 2013",7:00p,Boston Celtics,92,New York Knicks,86,https://www.basketball-reference.com//boxscores/201305010NYK.html,,"19,033",Madison Square Garden (IV),
1,"Wed, May 1, 2013",8:00p,Atlanta Hawks,83,Indiana Pacers,106,https://www.basketball-reference.com//boxscores/201305010IND.html,,"18,165",Bankers Life Fieldhouse,
2,"Wed, May 1, 2013",9:30p,Houston Rockets,107,Oklahoma City Thunder,100,https://www.basketball-reference.com//boxscores/201305010OKC.html,,"18,203",Chesapeake Energy Arena,
3,"Thu, May 2, 2013",8:00p,Brooklyn Nets,95,Chicago Bulls,92,https://www.basketball-reference.com//boxscores/201305020CHI.html,,"21,810",United Center,
4,"Thu, May 2, 2013",10:30p,Denver Nuggets,88,Golden State Warriors,92,https://www.basketball-reference.com//boxscores/201305020GSW.html,,"19,596",Oracle Arena,
5,"Fri, May 3, 2013",7:00p,Indiana Pacers,81,Atlanta Hawks,73,https://www.basketball-reference.com//boxscores/201305030ATL.html,,"18,238",Philips Arena,
6,"Fri, May 3, 2013",7:00p,New York Knicks,88,Boston Celtics,80,https://www.basketball-reference.com//boxscores/201305030BOS.html,,"18,624",TD Garden,
7,"Fri, May 3, 2013",9:30p,Oklahoma City Thunder,103,Houston Rockets,94,https://www.basketball-reference.com//boxscores/201305030HOU.html,,"18,357",Toyota Center,
8,"Fri, May 3, 2013",9:30p,Los Angeles Clippers,105,Memphis Grizzlies,118,https://www.basketball-reference.com//boxscores/201305030MEM.html,,"18,119",FedEx Forum,
9,"Sat, May 4, 2013",8:00p,Chicago Bulls,99,Brooklyn Nets,93,https://www.basketball-reference.com//boxscores/201305040BRK.html,,"17,732",Barclays Center,
10,"Sun, May 5, 2013",1:00p,Memphis Grizzlies,91,Oklahoma City Thunder,93,https://www.basketball-reference.com//boxscores/201305050OKC.html,,"18,203",Chesapeake Energy Arena,
11,"Sun, May 5, 2013",3:30p,Indiana Pacers,102,New York Knicks,95,https://www.basketball-reference.com//boxscores/201305050NYK.html,,"19,033",Madison Square Garden (IV),
12,"Mon, May 6, 2013",7:00p,Chicago Bulls,93,Miami Heat,86,https://www.basketball-reference.com//boxscores/201305060MIA.html,,"19,685",AmericanAirlines Arena,
13,"Mon, May 6, 2013",9:30p,Golden State Warriors,127,San Antonio Spurs,129,https://www.basketball-reference.com//boxscores/201305060SAS.html,2OT,"18,581",AT&T Center,
14,"Tue, May 7, 2013",7:00p,Indiana Pacers,79,New York Knicks,105,https://www.basketball-reference.com//boxscores/201305070NYK.html,,"19,033",Madison Square Garden (IV),
15,"Tue, May 7, 2013",9:30p,Memphis Grizzlies,99,Oklahoma City Thunder,93,https://www.basketball-reference.com//boxscores/201305070OKC.html,,"18,203",Chesapeake Energy Arena,
16,"Wed, May 8, 2013",7:00p,Chicago Bulls,78,Miami Heat,115,https://www.basketball-reference.com//boxscores/201305080MIA.html,,"19,817",AmericanAirlines Arena,
17,"Wed, May 8, 2013",9:30p,Golden State Warriors,100,San Antonio Spurs,91,https://www.basketball-reference.com//boxscores/201305080SAS.html,,"18,581",AT&T Center,
18,"Fri, May 10, 2013",8:00p,Miami Heat,104,Chicago Bulls,94,https://www.basketball-reference.com//boxscores/201305100CHI.html,,"22,675",United Center,
19,"Fri, May 10, 2013",10:30p,San Antonio Spurs,102,Golden State Warriors,92,https://www.basketball-reference.com//boxscores/201305100GSW.html,,"19,596",Oracle Arena,
20,"Sat, May 11, 2013",5:00p,Oklahoma City Thunder,81,Memphis Grizzlies,87,https://www.basketball-reference.com//boxscores/201305110MEM.html,,"18,119",FedEx Forum,
21,"Sat, May 11, 2013",8:00p,New York Knicks,71,Indiana Pacers,82,https://www.basketball-reference.com//boxscores/201305110IND.html,,"18,165",Bankers Life Fieldhouse,
22,"Sun, May 12, 2013",3:30p,San Antonio Spurs,87,Golden State Warriors,97,https://www.basketball-reference.com//boxscores/201305120GSW.html,OT,"19,596",Oracle Arena,
23,"Mon, May 13, 2013",7:00p,Miami Heat,88,Chicago Bulls,65,https://www.basketball-reference.com//boxscores/201305130CHI.html,,"21,990",United Center,
24,"Mon, May 13, 2013",9:30p,Oklahoma City Thunder,97,Memphis Grizzlies,103,https://www.basketball-reference.com//boxscores/201305130MEM.html,OT,"18,119",FedEx Forum,
25,"Tue, May 14, 2013",7:00p,New York Knicks,82,Indiana Pacers,93,https://www.basketball-reference.com//boxscores/201305140IND.html,,"18,165",Bankers Life Fieldhouse,
26,"Tue, May 14, 2013",9:30p,Golden State Warriors,91,San Antonio Spurs,109,https://www.basketball-reference.com//boxscores/201305140SAS.html,,"18,581",AT&T Center,
27,"Wed, May 15, 2013",7:00p,Chicago Bulls,91,Miami Heat,94,https://www.basketball-reference.com//boxscores/201305150MIA.html,,"20,025",AmericanAirlines Arena,
28,"Wed, May 15, 2013",9:30p,Memphis Grizzlies,88,Oklahoma City Thunder,84,https://www.basketball-reference.com//boxscores/201305150OKC.html,,"18,203",Chesapeake Energy Arena,
29,"Thu, May 16, 2013",8:00p,Indiana Pacers,75,New York Knicks,85,https://www.basketball-reference.com//boxscores/201305160NYK.html,,"19,033",Madison Square Garden (IV),
30,"Thu, May 16, 2013",10:30p,San Antonio Spurs,94,Golden State Warriors,82,https://www.basketball-reference.com//boxscores/201305160GSW.html,,"19,596",Oracle Arena,
31,"Sat, May 18, 2013",8:00p,New York Knicks,99,Indiana Pacers,106,https://www.basketball-reference.com//boxscores/201305180IND.html,,"18,165",Bankers Life Fieldhouse,
32,"Sun, May 19, 2013",3:30p,Memphis Grizzlies,83,San Antonio Spurs,105,https://www.basketball-reference.com//boxscores/201305190SAS.html,,"18,581",AT&T Center,
33,"Tue, May 21, 2013",9:00p,Memphis Grizzlies,89,San Antonio Spurs,93,https://www.basketball-reference.com//boxscores/201305210SAS.html,OT,"18,581",AT&T Center,
34,"Wed, May 22, 2013",8:30p,Indiana Pacers,102,Miami Heat,103,https://www.basketball-reference.com//boxscores/201305220MIA.html,OT,"19,679",AmericanAirlines Arena,
35,"Fri, May 24, 2013",8:30p,Indiana Pacers,97,Miami Heat,93,https://www.basketball-reference.com//boxscores/201305240MIA.html,,"20,022",AmericanAirlines Arena,
36,"Sat, May 25, 2013",9:00p,San Antonio Spurs,104,Memphis Grizzlies,93,https://www.basketball-reference.com//boxscores/201305250MEM.html,OT,"18,119",FedEx Forum,
37,"Sun, May 26, 2013",8:30p,Miami Heat,114,Indiana Pacers,96,https://www.basketball-reference.com//boxscores/201305260IND.html,,"18,165",Bankers Life Fieldhouse,
38,"Mon, May 27, 2013",9:00p,San Antonio Spurs,93,Memphis Grizzlies,86,https://www.basketball-reference.com//boxscores/201305270MEM.html,,"18,119",FedEx Forum,
39,"Tue, May 28, 2013",8:30p,Miami Heat,92,Indiana Pacers,99,https://www.basketball-reference.com//boxscores/201305280IND.html,,"18,165",Bankers Life Fieldhouse,
40,"Thu, May 30, 2013",8:30p,Indiana Pacers,79,Miami Heat,90,https://www.basketball-reference.com//boxscores/201305300MIA.html,,"19,913",AmericanAirlines Arena,
0,"Sat, Jun 1, 2013",8:30p,Miami Heat,77,Indiana Pacers,91,https://www.basketball-reference.com//boxscores/201306010IND.html,,"18,165",Bankers Life Fieldhouse,
1,"Mon, Jun 3, 2013",8:30p,Indiana Pacers,76,Miami Heat,99,https://www.basketball-reference.com//boxscores/201306030MIA.html,,"20,025",AmericanAirlines Arena,
2,"Thu, Jun 6, 2013",9:00p,San Antonio Spurs,92,Miami Heat,88,https://www.basketball-reference.com//boxscores/201306060MIA.html,,"19,775",AmericanAirlines Arena,
3,"Sun, Jun 9, 2013",8:00p,San Antonio Spurs,84,Miami Heat,103,https://www.basketball-reference.com//boxscores/201306090MIA.html,,"19,900",AmericanAirlines Arena,
4,"Tue, Jun 11, 2013",9:00p,Miami Heat,77,San Antonio Spurs,113,https://www.basketball-reference.com//boxscores/201306110SAS.html,,"18,581",AT&T Center,
5,"Thu, Jun 13, 2013",9:00p,Miami Heat,109,San Antonio Spurs,93,https://www.basketball-reference.com//boxscores/201306130SAS.html,,"18,581",AT&T Center,
6,"Sun, Jun 16, 2013",8:00p,Miami Heat,104,San Antonio Spurs,114,https://www.basketball-reference.com//boxscores/201306160SAS.html,,"18,581",AT&T Center,
7,"Tue, Jun 18, 2013",9:00p,San Antonio Spurs,100,Miami Heat,103,https://www.basketball-reference.com//boxscores/201306180MIA.html,OT,"19,900",AmericanAirlines Arena,
8,"Thu, Jun 20, 2013",9:00p,San Antonio Spurs,88,Miami Heat,95,https://www.basketball-reference.com//boxscores/201306200MIA.html,,"19,900",AmericanAirlines Arena,
0,"Tue, Oct 29, 2013",7:00p,Orlando Magic,87,Indiana Pacers,97,https://www.basketball-reference.com//boxscores/201310290IND.html,,"18,165",Bankers Life Fieldhouse,
1,"Tue, Oct 29, 2013",8:00p,Chicago Bulls,95,Miami Heat,107,https://www.basketball-reference.com//boxscores/201310290MIA.html,,"19,964",AmericanAirlines Arena,
2,"Tue, Oct 29, 2013",10:30p,Los Angeles Clippers,103,Los Angeles Lakers,116,https://www.basketball-reference.com//boxscores/201310290LAL.html,,"18,997",STAPLES Center,
3,"Wed, Oct 30, 2013",7:00p,Brooklyn Nets,94,Cleveland Cavaliers,98,https://www.basketball-reference.com//boxscores/201310300CLE.html,,"20,562",Quicken Loans Arena,
4,"Wed, Oct 30, 2013",7:00p,Boston Celtics,87,Toronto Raptors,93,https://www.basketball-reference.com//boxscores/201310300TOR.html,,"20,155",Air Canada Centre,
5,"Wed, Oct 30, 2013",7:00p,Miami Heat,110,Philadelphia 76ers,114,https://www.basketball-reference.com//boxscores/201310300PHI.html,,"19,523",Wells Fargo Center,
6,"Wed, Oct 30, 2013",7:30p,Washington Wizards,102,Detroit Pistons,113,https://www.basketball-reference.com//boxscores/201310300DET.html,,"19,258",The Palace of Auburn Hills,
7,"Wed, Oct 30, 2013",7:30p,Milwaukee Bucks,83,New York Knicks,90,https://www.basketball-reference.com//boxscores/201310300NYK.html,,"19,812",Madison Square Garden (IV),
8,"Wed, Oct 30, 2013",8:00p,Indiana Pacers,95,New Orleans Pelicans,90,https://www.basketball-reference.com//boxscores/201310300NOP.html,,"17,803",Smoothie King Center,
9,"Wed, Oct 30, 2013",8:00p,Orlando Magic,115,Minnesota Timberwolves,120,https://www.basketball-reference.com//boxscores/201310300MIN.html,OT,"17,988",Target Center,
10,"Wed, Oct 30, 2013",8:00p,Charlotte Bobcats,83,Houston Rockets,96,https://www.basketball-reference.com//boxscores/201310300HOU.html,,"18,083",Toyota Center,
11,"Wed, Oct 30, 2013",8:30p,Memphis Grizzlies,94,San Antonio Spurs,101,https://www.basketball-reference.com//boxscores/201310300SAS.html,,"18,581",AT&T Center,
12,"Wed, Oct 30, 2013",8:30p,Atlanta Hawks,109,Dallas Mavericks,118,https://www.basketball-reference.com//boxscores/201310300DAL.html,,"19,834",American Airlines Center,
13,"Wed, Oct 30, 2013",9:00p,Oklahoma City Thunder,101,Utah Jazz,98,https://www.basketball-reference.com//boxscores/201310300UTA.html,,"19,911",EnergySolutions Arena,
14,"Wed, Oct 30, 2013",10:00p,Portland Trail Blazers,91,Phoenix Suns,104,https://www.basketball-reference.com//boxscores/201310300PHO.html,,"17,208",US Airways Center,
15,"Wed, Oct 30, 2013",10:00p,Denver Nuggets,88,Sacramento Kings,90,https://www.basketball-reference.com//boxscores/201310300SAC.html,,"17,317",Sleep Train Arena,
16,"Wed, Oct 30, 2013",10:30p,Los Angeles Lakers,94,Golden State Warriors,125,https://www.basketball-reference.com//boxscores/201310300GSW.html,,"19,596",Oracle Arena,
17,"Thu, Oct 31, 2013",8:00p,New York Knicks,81,Chicago Bulls,82,https://www.basketball-reference.com//boxscores/201310310CHI.html,,"22,022",United Center,
18,"Thu, Oct 31, 2013",10:30p,Golden State Warriors,115,Los Angeles Clippers,126,https://www.basketball-reference.com//boxscores/201310310LAC.html,,"19,060",STAPLES Center,
0,"Fri, Nov 1, 2013",7:00p,Cleveland Cavaliers,84,Charlotte Bobcats,90,https://www.basketball-reference.com//boxscores/201311010CHA.html,,"18,017",Time Warner Cable Arena,
1,"Fri, Nov 1, 2013",7:00p,New Orleans Pelicans,90,Orlando Magic,110,https://www.basketball-reference.com//boxscores/201311010ORL.html,,"18,846",Amway Center,
2,"Fri, Nov 1, 2013",7:00p,Philadelphia 76ers,109,Washington Wizards,102,https://www.basketball-reference.com//boxscores/201311010WAS.html,,"17,160",Verizon Center,
3,"Fri, Nov 1, 2013",7:30p,Toronto Raptors,95,Atlanta Hawks,102,https://www.basketball-reference.com//boxscores/201311010ATL.html,,"18,118",Philips Arena,
4,"Fri, Nov 1, 2013",7:30p,Milwaukee Bucks,105,Boston Celtics,98,https://www.basketball-reference.com//boxscores/201311010BOS.html,,"18,624",TD Garden,
5,"Fri, Nov 1, 2013",8:00p,Miami Heat,100,Brooklyn Nets,101,https://www.basketball-reference.com//boxscores/201311010BRK.html,,"17,732",Barclays Center,
6,"Fri, Nov 1, 2013",8:00p,Dallas Mavericks,105,Houston Rockets,113,https://www.basketball-reference.com//boxscores/201311010HOU.html,,"18,142",Toyota Center,
7,"Fri, Nov 1, 2013",8:00p,Detroit Pistons,108,Memphis Grizzlies,111,https://www.basketball-reference.com//boxscores/201311010MEM.html,OT,"18,119",FedEx Forum,
8,"Fri, Nov 1, 2013",8:00p,Oklahoma City Thunder,81,Minnesota Timberwolves,100,https://www.basketball-reference.com//boxscores/201311010MIN.html,,"17,433",Target Center,
9,"Fri, Nov 1, 2013",9:00p,Portland Trail Blazers,113,Denver Nuggets,98,https://www.basketball-reference.com//boxscores/201311010DEN.html,,"19,155",Pepsi Center,
10,"Fri, Nov 1, 2013",10:00p,Utah Jazz,84,Phoenix Suns,87,https://www.basketball-reference.com//boxscores/201311010PHO.html,,"14,662",US Airways Center,
11,"Fri, Nov 1, 2013",10:00p,Los Angeles Clippers,110,Sacramento Kings,101,https://www.basketball-reference.com//boxscores/201311010SAC.html,,"17,317",Sleep Train Arena,
12,"Fri, Nov 1, 2013",10:30p,San Antonio Spurs,91,Los Angeles Lakers,85,https://www.basketball-reference.com//boxscores/201311010LAL.html,,"18,997",STAPLES Center,
13,"Sat, Nov 2, 2013",7:00p,Cleveland Cavaliers,74,Indiana Pacers,89,https://www.basketball-reference.com//boxscores/201311020IND.html,,"16,242",Bankers Life Fieldhouse,
14,"Sat, Nov 2, 2013",7:30p,Chicago Bulls,104,Philadelphia 76ers,107,https://www.basketball-reference.com//boxscores/201311020PHI.html,,"15,782",Wells Fargo Center,
15,"Sat, Nov 2, 2013",8:00p,Charlotte Bobcats,84,New Orleans Pelicans,105,https://www.basketball-reference.com//boxscores/201311020NOP.html,,"15,232",Smoothie King Center,
16,"Sat, Nov 2, 2013",8:30p,Memphis Grizzlies,99,Dallas Mavericks,111,https://www.basketball-reference.com//boxscores/201311020DAL.html,,"20,262",American Airlines Center,
17,"Sat, Nov 2, 2013",8:30p,Toronto Raptors,97,Milwaukee Bucks,90,https://www.basketball-reference.com//boxscores/201311020MIL.html,,"16,046",BMO Harris Bradley Center,
18,"Sat, Nov 2, 2013",9:00p,Houston Rockets,104,Utah Jazz,93,https://www.basketball-reference.com//boxscores/201311020UTA.html,,"19,498",EnergySolutions Arena,
19,"Sat, Nov 2, 2013",10:00p,San Antonio Spurs,105,Portland Trail Blazers,115,https://www.basketball-reference.com//boxscores/201311020POR.html,,"20,028",Moda Center,
20,"Sat, Nov 2, 2013",10:30p,Sacramento Kings,87,Golden State Warriors,98,https://www.basketball-reference.com//boxscores/201311020GSW.html,,"19,596",Oracle Arena,
21,"Sun, Nov 3, 2013",6:00p,Boston Celtics,77,Detroit Pistons,87,https://www.basketball-reference.com//boxscores/201311030DET.html,,"14,978",The Palace of Auburn Hills,
22,"Sun, Nov 3, 2013",6:00p,Washington Wizards,93,Miami Heat,103,https://www.basketball-reference.com//boxscores/201311030MIA.html,,"19,600",AmericanAirlines Arena,
23,"Sun, Nov 3, 2013",6:00p,Brooklyn Nets,86,Orlando Magic,107,https://www.basketball-reference.com//boxscores/201311030ORL.html,,"15,297",Amway Center,
24,"Sun, Nov 3, 2013",7:00p,Phoenix Suns,96,Oklahoma City Thunder,103,https://www.basketball-reference.com//boxscores/201311030OKC.html,,"18,203",Chesapeake Energy Arena,
25,"Sun, Nov 3, 2013",7:30p,Minnesota Timberwolves,109,New York Knicks,100,https://www.basketball-reference.com//boxscores/201311030NYK.html,,"19,812",Madison Square Garden (IV),
26,"Sun, Nov 3, 2013",9:30p,Atlanta Hawks,103,Los Angeles Lakers,105,https://www.basketball-reference.com//boxscores/201311030LAL.html,,"18,997",STAPLES Center,
27,"Mon, Nov 4, 2013",7:00p,Minnesota Timberwolves,92,Cleveland Cavaliers,93,https://www.basketball-reference.com//boxscores/201311040CLE.html,,"17,892",Quicken Loans Arena,
28,"Mon, Nov 4, 2013",7:00p,Golden State Warriors,110,Philadelphia 76ers,90,https://www.basketball-reference.com//boxscores/201311040PHI.html,,"11,089",Wells Fargo Center,
29,"Mon, Nov 4, 2013",8:00p,Boston Celtics,88,Memphis Grizzlies,95,https://www.basketball-reference.com//boxscores/201311040MEM.html,,"15,872",FedEx Forum,
30,"Mon, Nov 4, 2013",10:30p,Houston Rockets,118,Los Angeles Clippers,137,https://www.basketball-reference.com//boxscores/201311040LAC.html,,"19,404",STAPLES Center,
31,"Tue, Nov 5, 2013",7:00p,Miami Heat,104,Toronto Raptors,95,https://www.basketball-reference.com//boxscores/201311050TOR.html,,"18,470",Air Canada Centre,
32,"Tue, Nov 5, 2013",7:30p,Utah Jazz,88,Brooklyn Nets,104,https://www.basketball-reference.com//boxscores/201311050BRK.html,,"17,732",Barclays Center,
33,"Tue, Nov 5, 2013",7:30p,Indiana Pacers,99,Detroit Pistons,91,https://www.basketball-reference.com//boxscores/201311050DET.html,,"13,401",The Palace of Auburn Hills,
34,"Tue, Nov 5, 2013",7:30p,Charlotte Bobcats,102,New York Knicks,97,https://www.basketball-reference.com//boxscores/201311050NYK.html,,"19,812",Madison Square Garden (IV),
35,"Tue, Nov 5, 2013",8:00p,Phoenix Suns,104,New Orleans Pelicans,98,https://www.basketball-reference.com//boxscores/201311050NOP.html,,"13,404",Smoothie King Center,
36,"Tue, Nov 5, 2013",8:30p,Los Angeles Lakers,104,Dallas Mavericks,123,https://www.basketball-reference.com//boxscores/201311050DAL.html,,"19,670",American Airlines Center,
37,"Tue, Nov 5, 2013",9:00p,San Antonio Spurs,102,Denver Nuggets,94,https://www.basketball-reference.com//boxscores/201311050DEN.html,,"15,721",Pepsi Center,
38,"Tue, Nov 5, 2013",10:00p,Houston Rockets,116,Portland Trail Blazers,101,https://www.basketball-reference.com//boxscores/201311050POR.html,,"17,491",Moda Center,
39,"Tue, Nov 5, 2013",10:00p,Atlanta Hawks,105,Sacramento Kings,100,https://www.basketball-reference.com//boxscores/201311050SAC.html,,"13,506",Sleep Train Arena,
40,"Wed, Nov 6, 2013",7:00p,Toronto Raptors,90,Charlotte Bobcats,92,https://www.basketball-reference.com//boxscores/201311060CHA.html,,"11,118",Time Warner Cable Arena,
41,"Wed, Nov 6, 2013",7:00p,Chicago Bulls,80,Indiana Pacers,97,https://www.basketball-reference.com//boxscores/201311060IND.html,,"18,165",Bankers Life Fieldhouse,
42,"Wed, Nov 6, 2013",7:00p,Los Angeles Clippers,90,Orlando Magic,98,https://www.basketball-reference.com//boxscores/201311060ORL.html,,"15,807",Amway Center,
43,"Wed, Nov 6, 2013",7:00p,Washington Wizards,116,Philadelphia 76ers,102,https://www.basketball-reference.com//boxscores/201311060PHI.html,,"10,117",Wells Fargo Center,
44,"Wed, Nov 6, 2013",7:30p,Utah Jazz,87,Boston Celtics,97,https://www.basketball-reference.com//boxscores/201311060BOS.html,,"17,130",TD Garden,
45,"Wed, Nov 6, 2013",8:00p,New Orleans Pelicans,99,Memphis Grizzlies,84,https://www.basketball-reference.com//boxscores/201311060MEM.html,,"15,209",FedEx Forum,
46,"Wed, Nov 6, 2013",8:00p,Cleveland Cavaliers,104,Milwaukee Bucks,109,https://www.basketball-reference.com//boxscores/201311060MIL.html,,"14,340",BMO Harris Bradley Center,
47,"Wed, Nov 6, 2013",8:00p,Golden State Warriors,106,Minnesota Timberwolves,93,https://www.basketball-reference.com//boxscores/201311060MIN.html,,"15,559",Target Center,
48,"Wed, Nov 6, 2013",8:30p,Phoenix Suns,96,San Antonio Spurs,99,https://www.basketball-reference.com//boxscores/201311060SAS.html,,"17,870",AT&T Center,
49,"Wed, Nov 6, 2013",9:30p,Dallas Mavericks,93,Oklahoma City Thunder,107,https://www.basketball-reference.com//boxscores/201311060OKC.html,,"18,203",Chesapeake Energy Arena,
50,"Thu, Nov 7, 2013",7:00p,Los Angeles Clippers,97,Miami Heat,102,https://www.basketball-reference.com//boxscores/201311070MIA.html,,"19,600",AmericanAirlines Arena,
51,"Thu, Nov 7, 2013",9:00p,Atlanta Hawks,107,Denver Nuggets,109,https://www.basketball-reference.com//boxscores/201311070DEN.html,,"15,404",Pepsi Center,
52,"Thu, Nov 7, 2013",9:30p,Los Angeles Lakers,99,Houston Rockets,98,https://www.basketball-reference.com//boxscores/201311070HOU.html,,"18,133",Toyota Center,
53,"Fri, Nov 8, 2013",7:00p,New York Knicks,101,Charlotte Bobcats,91,https://www.basketball-reference.com//boxscores/201311080CHA.html,,"16,465",Time Warner Cable Arena,
54,"Fri, Nov 8, 2013",7:00p,Toronto Raptors,84,Indiana Pacers,91,https://www.basketball-reference.com//boxscores/201311080IND.html,,"13,316",Bankers Life Fieldhouse,
55,"Fri, Nov 8, 2013",7:00p,Boston Celtics,91,Orlando Magic,89,https://www.basketball-reference.com//boxscores/201311080ORL.html,,"17,555",Amway Center,
56,"Fri, Nov 8, 2013",7:00p,Cleveland Cavaliers,79,Philadelphia 76ers,94,https://www.basketball-reference.com//boxscores/201311080PHI.html,,"15,219",Wells Fargo Center,
57,"Fri, Nov 8, 2013",7:00p,Brooklyn Nets,108,Washington Wizards,112,https://www.basketball-reference.com//boxscores/201311080WAS.html,OT,"17,215",Verizon Center,
58,"Fri, Nov 8, 2013",7:30p,Oklahoma City Thunder,119,Detroit Pistons,110,https://www.basketball-reference.com//boxscores/201311080DET.html,,"15,624",The Palace of Auburn Hills,
59,"Fri, Nov 8, 2013",8:00p,Utah Jazz,73,Chicago Bulls,97,https://www.basketball-reference.com//boxscores/201311080CHI.html,,"21,946",United Center,
