,Date,Start Time (ET),Visitor,Visitor Points,Home,Home Points,Box Score,Overtime,Attendance,Arena,Notes
0,"Tue, Oct 30, 2012",7:00p,Washington Wizards,84,Cleveland Cavaliers,94,https://www.basketball-reference.com//boxscores/201210300CLE.html,,"20,562",Quicken Loans Arena,
1,"Tue, Oct 30, 2012",8:00p,Boston Celtics,107,Miami Heat,120,https://www.basketball-reference.com//boxscores/201210300MIA.html,,"20,296",AmericanAirlines Arena,
2,"Tue, Oct 30, 2012",10:30p,Dallas Mavericks,99,Los Angeles Lakers,91,https://www.basketball-reference.com//boxscores/201210300LAL.html,,"18,997",STAPLES Center,
3,"Wed, Oct 31, 2012",7:00p,Denver Nuggets,75,Philadelphia 76ers,84,https://www.basketball-reference.com//boxscores/201210310PHI.html,,"19,101",Wells Fargo Center,
4,"Wed, Oct 31, 2012",7:00p,Indiana Pacers,90,Toronto Raptors,88,https://www.basketball-reference.com//boxscores/201210310TOR.html,,"19,800",Air Canada Centre,
5,"Wed, Oct 31, 2012",7:30p,Houston Rockets,105,Detroit Pistons,96,https://www.basketball-reference.com//boxscores/201210310DET.html,,"16,646",The Palace of Auburn Hills,
6,"Wed, Oct 31, 2012",8:00p,Sacramento Kings,87,Chicago Bulls,93,https://www.basketball-reference.com//boxscores/201210310CHI.html,,"21,313",United Center,
7,"Wed, Oct 31, 2012",8:00p,San Antonio Spurs,99,New Orleans Hornets,95,https://www.basketball-reference.com//boxscores/201210310NOH.html,,"15,358",New Orleans Arena,
8,"Wed, Oct 31, 2012",9:00p,Dallas Mavericks,94,Utah Jazz,113,https://www.basketball-reference.com//boxscores/201210310UTA.html,,"17,634",EnergySolutions Arena,
9,"Wed, Oct 31, 2012",10:00p,Golden State Warriors,87,Phoenix Suns,85,https://www.basketball-reference.com//boxscores/201210310PHO.html,,"15,678",US Airways Center,
10,"Wed, Oct 31, 2012",10:30p,Memphis Grizzlies,92,Los Angeles Clippers,101,https://www.basketball-reference.com//boxscores/201210310LAC.html,,"19,060",STAPLES Center,
11,"Wed, Oct 31, 2012",10:30p,Los Angeles Lakers,106,Portland Trail Blazers,116,https://www.basketball-reference.com//boxscores/201210310POR.html,,"20,401",Rose Garden Arena,
0,"Thu, Nov 1, 2012",9:30p,Oklahoma City Thunder,84,San Antonio Spurs,86,https://www.basketball-reference.com//boxscores/201211010SAS.html,,"18,581",AT&T Center,
1,"Fri, Nov 2, 2012",7:00p,Indiana Pacers,89,Charlotte Bobcats,90,https://www.basketball-reference.com//boxscores/201211020CHA.html,,"19,124",Time Warner Cable Arena,
2,"Fri, Nov 2, 2012",7:00p,Denver Nuggets,89,Orlando Magic,102,https://www.basketball-reference.com//boxscores/201211020ORL.html,,"18,846",Amway Center,
3,"Fri, Nov 2, 2012",7:30p,Houston Rockets,109,Atlanta Hawks,102,https://www.basketball-reference.com//boxscores/201211020ATL.html,,"18,238",Philips Arena,
4,"Fri, Nov 2, 2012",7:30p,Milwaukee Bucks,99,Boston Celtics,88,https://www.basketball-reference.com//boxscores/201211020BOS.html,,"18,624",TD Garden,
5,"Fri, Nov 2, 2012",7:30p,Chicago Bulls,115,Cleveland Cavaliers,86,https://www.basketball-reference.com//boxscores/201211020CLE.html,,"20,562",Quicken Loans Arena,
6,"Fri, Nov 2, 2012",8:00p,Sacramento Kings,80,Minnesota Timberwolves,92,https://www.basketball-reference.com//boxscores/201211020MIN.html,,"19,356",Target Center,
7,"Fri, Nov 2, 2012",8:00p,Utah Jazz,86,New Orleans Hornets,88,https://www.basketball-reference.com//boxscores/201211020NOH.html,,"14,147",New Orleans Arena,
8,"Fri, Nov 2, 2012",8:00p,Miami Heat,84,New York Knicks,104,https://www.basketball-reference.com//boxscores/201211020NYK.html,,"19,033",Madison Square Garden (IV),
9,"Fri, Nov 2, 2012",8:00p,Portland Trail Blazers,92,Oklahoma City Thunder,106,https://www.basketball-reference.com//boxscores/201211020OKC.html,,"18,203",Chesapeake Energy Arena,
10,"Fri, Nov 2, 2012",10:00p,Detroit Pistons,89,Phoenix Suns,92,https://www.basketball-reference.com//boxscores/201211020PHO.html,,"15,107",US Airways Center,
11,"Fri, Nov 2, 2012",10:30p,Memphis Grizzlies,104,Golden State Warriors,94,https://www.basketball-reference.com//boxscores/201211020GSW.html,,"19,596",Oracle Arena,
12,"Fri, Nov 2, 2012",10:30p,Los Angeles Clippers,105,Los Angeles Lakers,95,https://www.basketball-reference.com//boxscores/201211020LAL.html,,"18,997",STAPLES Center,
13,"Sat, Nov 3, 2012",7:00p,Sacramento Kings,98,Indiana Pacers,106,https://www.basketball-reference.com//boxscores/201211030IND.html,2OT,"18,165",Bankers Life Fieldhouse,
14,"Sat, Nov 3, 2012",7:00p,Boston Celtics,89,Washington Wizards,86,https://www.basketball-reference.com//boxscores/201211030WAS.html,,"20,308",Verizon Center,
15,"Sat, Nov 3, 2012",7:30p,Toronto Raptors,100,Brooklyn Nets,107,https://www.basketball-reference.com//boxscores/201211030BRK.html,,"17,732",Barclays Center,
16,"Sat, Nov 3, 2012",7:30p,Denver Nuggets,116,Miami Heat,119,https://www.basketball-reference.com//boxscores/201211030MIA.html,,"20,104",AmericanAirlines Arena,
17,"Sat, Nov 3, 2012",8:00p,New Orleans Hornets,89,Chicago Bulls,82,https://www.basketball-reference.com//boxscores/201211030CHI.html,,"21,758",United Center,
18,"Sat, Nov 3, 2012",8:00p,Portland Trail Blazers,95,Houston Rockets,85,https://www.basketball-reference.com//boxscores/201211030HOU.html,OT,"18,140",Toyota Center,
19,"Sat, Nov 3, 2012",8:30p,Charlotte Bobcats,99,Dallas Mavericks,126,https://www.basketball-reference.com//boxscores/201211030DAL.html,,"19,490",American Airlines Center,
20,"Sat, Nov 3, 2012",8:30p,Cleveland Cavaliers,102,Milwaukee Bucks,105,https://www.basketball-reference.com//boxscores/201211030MIL.html,,"17,086",BMO Harris Bradley Center,
21,"Sat, Nov 3, 2012",8:30p,Utah Jazz,100,San Antonio Spurs,110,https://www.basketball-reference.com//boxscores/201211030SAS.html,,"18,581",AT&T Center,
22,"Sat, Nov 3, 2012",10:30p,Golden State Warriors,114,Los Angeles Clippers,110,https://www.basketball-reference.com//boxscores/201211030LAC.html,,"19,060",STAPLES Center,
23,"Sun, Nov 4, 2012",12:00p,Philadelphia 76ers,84,New York Knicks,100,https://www.basketball-reference.com//boxscores/201211040NYK.html,,"19,033",Madison Square Garden (IV),
24,"Sun, Nov 4, 2012",6:00p,Phoenix Suns,94,Orlando Magic,115,https://www.basketball-reference.com//boxscores/201211040ORL.html,,"17,022",Amway Center,
25,"Sun, Nov 4, 2012",6:00p,Minnesota Timberwolves,86,Toronto Raptors,105,https://www.basketball-reference.com//boxscores/201211040TOR.html,,"16,754",Air Canada Centre,
26,"Sun, Nov 4, 2012",7:00p,Atlanta Hawks,104,Oklahoma City Thunder,95,https://www.basketball-reference.com//boxscores/201211040OKC.html,,"18,203",Chesapeake Energy Arena,
27,"Sun, Nov 4, 2012",9:30p,Detroit Pistons,79,Los Angeles Lakers,108,https://www.basketball-reference.com//boxscores/201211040LAL.html,,"18,997",STAPLES Center,
28,"Mon, Nov 5, 2012",7:00p,New York Knicks,110,Philadelphia 76ers,88,https://www.basketball-reference.com//boxscores/201211050PHI.html,,"15,783",Wells Fargo Center,
29,"Mon, Nov 5, 2012",7:30p,Minnesota Timberwolves,107,Brooklyn Nets,96,https://www.basketball-reference.com//boxscores/201211050BRK.html,,"14,017",Barclays Center,
30,"Mon, Nov 5, 2012",7:30p,Phoenix Suns,99,Miami Heat,124,https://www.basketball-reference.com//boxscores/201211050MIA.html,,"19,600",AmericanAirlines Arena,
31,"Mon, Nov 5, 2012",8:00p,Utah Jazz,94,Memphis Grizzlies,103,https://www.basketball-reference.com//boxscores/201211050MEM.html,,"17,401",FedEx Forum,
32,"Mon, Nov 5, 2012",8:30p,Portland Trail Blazers,91,Dallas Mavericks,114,https://www.basketball-reference.com//boxscores/201211050DAL.html,,"19,521",American Airlines Center,
33,"Mon, Nov 5, 2012",8:30p,Indiana Pacers,79,San Antonio Spurs,101,https://www.basketball-reference.com//boxscores/201211050SAS.html,,"17,158",AT&T Center,
34,"Mon, Nov 5, 2012",10:00p,Golden State Warriors,92,Sacramento Kings,94,https://www.basketball-reference.com//boxscores/201211050SAC.html,,"17,317",Sleep Train Arena,
35,"Mon, Nov 5, 2012",10:30p,Cleveland Cavaliers,108,Los Angeles Clippers,101,https://www.basketball-reference.com//boxscores/201211050LAC.html,,"19,060",STAPLES Center,
36,"Tue, Nov 6, 2012",8:00p,Orlando Magic,93,Chicago Bulls,99,https://www.basketball-reference.com//boxscores/201211060CHI.html,,"21,216",United Center,
37,"Tue, Nov 6, 2012",8:00p,Toronto Raptors,88,Oklahoma City Thunder,108,https://www.basketball-reference.com//boxscores/201211060OKC.html,,"18,203",Chesapeake Energy Arena,
38,"Tue, Nov 6, 2012",9:00p,Detroit Pistons,97,Denver Nuggets,109,https://www.basketball-reference.com//boxscores/201211060DEN.html,,"19,155",Pepsi Center,
39,"Wed, Nov 7, 2012",7:00p,Phoenix Suns,117,Charlotte Bobcats,110,https://www.basketball-reference.com//boxscores/201211070CHA.html,,"13,905",Time Warner Cable Arena,
40,"Wed, Nov 7, 2012",7:30p,Indiana Pacers,86,Atlanta Hawks,89,https://www.basketball-reference.com//boxscores/201211070ATL.html,,"10,684",Philips Arena,
41,"Wed, Nov 7, 2012",7:30p,Washington Wizards,94,Boston Celtics,100,https://www.basketball-reference.com//boxscores/201211070BOS.html,OT,"18,624",TD Garden,
42,"Wed, Nov 7, 2012",7:30p,Brooklyn Nets,73,Miami Heat,103,https://www.basketball-reference.com//boxscores/201211070MIA.html,,"19,627",AmericanAirlines Arena,
43,"Wed, Nov 7, 2012",8:00p,Denver Nuggets,93,Houston Rockets,87,https://www.basketball-reference.com//boxscores/201211070HOU.html,,"13,372",Toyota Center,
44,"Wed, Nov 7, 2012",8:00p,Memphis Grizzlies,108,Milwaukee Bucks,90,https://www.basketball-reference.com//boxscores/201211070MIL.html,,"11,465",BMO Harris Bradley Center,
45,"Wed, Nov 7, 2012",8:00p,Orlando Magic,75,Minnesota Timberwolves,90,https://www.basketball-reference.com//boxscores/201211070MIN.html,,"17,121",Target Center,
46,"Wed, Nov 7, 2012",8:00p,Philadelphia 76ers,77,New Orleans Hornets,62,https://www.basketball-reference.com//boxscores/201211070NOH.html,,"12,988",New Orleans Arena,
47,"Wed, Nov 7, 2012",8:30p,Toronto Raptors,104,Dallas Mavericks,109,https://www.basketball-reference.com//boxscores/201211070DAL.html,,"19,763",American Airlines Center,
48,"Wed, Nov 7, 2012",9:00p,Los Angeles Lakers,86,Utah Jazz,95,https://www.basketball-reference.com//boxscores/201211070UTA.html,,"19,911",EnergySolutions Arena,
49,"Wed, Nov 7, 2012",10:00p,Detroit Pistons,103,Sacramento Kings,105,https://www.basketball-reference.com//boxscores/201211070SAC.html,,"10,185",Sleep Train Arena,
50,"Wed, Nov 7, 2012",10:30p,Cleveland Cavaliers,96,Golden State Warriors,106,https://www.basketball-reference.com//boxscores/201211070GSW.html,,"18,124",Oracle Arena,
51,"Wed, Nov 7, 2012",10:30p,San Antonio Spurs,84,Los Angeles Clippers,106,https://www.basketball-reference.com//boxscores/201211070LAC.html,,"19,060",STAPLES Center,
52,"Thu, Nov 8, 2012",8:00p,Oklahoma City Thunder,97,Chicago Bulls,91,https://www.basketball-reference.com//boxscores/201211080CHI.html,,"21,737",United Center,
53,"Thu, Nov 8, 2012",10:30p,Los Angeles Clippers,103,Portland Trail Blazers,90,https://www.basketball-reference.com//boxscores/201211080POR.html,,"20,425",Rose Garden Arena,
54,"Fri, Nov 9, 2012",7:00p,Brooklyn Nets,107,Orlando Magic,68,https://www.basketball-reference.com//boxscores/201211090ORL.html,,"17,532",Amway Center,
55,"Fri, Nov 9, 2012",7:00p,Milwaukee Bucks,101,Washington Wizards,91,https://www.basketball-reference.com//boxscores/201211090WAS.html,,"14,531",Verizon Center,
56,"Fri, Nov 9, 2012",7:30p,Miami Heat,95,Atlanta Hawks,89,https://www.basketball-reference.com//boxscores/201211090ATL.html,,"16,785",Philips Arena,
57,"Fri, Nov 9, 2012",7:30p,Philadelphia 76ers,106,Boston Celtics,100,https://www.basketball-reference.com//boxscores/201211090BOS.html,,"18,624",TD Garden,
58,"Fri, Nov 9, 2012",7:30p,Dallas Mavericks,94,New York Knicks,104,https://www.basketball-reference.com//boxscores/201211090NYK.html,,"19,033",Madison Square Garden (IV),
59,"Fri, Nov 9, 2012",8:00p,Houston Rockets,85,Memphis Grizzlies,93,https://www.basketball-reference.com//boxscores/201211090MEM.html,,"16,087",FedEx Forum,
60,"Fri, Nov 9, 2012",8:00p,Indiana Pacers,94,Minnesota Timberwolves,96,https://www.basketball-reference.com//boxscores/201211090MIN.html,,"18,222",Target Center,
61,"Fri, Nov 9, 2012",8:00p,Charlotte Bobcats,99,New Orleans Hornets,107,https://www.basketball-reference.com//boxscores/201211090NOH.html,,"12,668",New Orleans Arena,
62,"Fri, Nov 9, 2012",8:00p,Detroit Pistons,94,Oklahoma City Thunder,105,https://www.basketball-reference.com//boxscores/201211090OKC.html,,"18,203",Chesapeake Energy Arena,
63,"Fri, Nov 9, 2012",9:00p,Cleveland Cavaliers,105,Phoenix Suns,107,https://www.basketball-reference.com//boxscores/201211090PHO.html,,"15,236",US Airways Center,
64,"Fri, Nov 9, 2012",10:00p,San Antonio Spurs,97,Sacramento Kings,86,https://www.basketball-reference.com//boxscores/201211090SAC.html,,"13,505",Sleep Train Arena,
65,"Fri, Nov 9, 2012",10:30p,Utah Jazz,84,Denver Nuggets,104,https://www.basketball-reference.com//boxscores/201211090DEN.html,,"15,523",Pepsi Center,
66,"Fri, Nov 9, 2012",10:30p,Golden State Warriors,77,Los Angeles Lakers,101,https://www.basketball-reference.com//boxscores/201211090LAL.html,,"18,997",STAPLES Center,
67,"Sat, Nov 10, 2012",7:00p,Washington Wizards,85,Indiana Pacers,89,https://www.basketball-reference.com//boxscores/201211100IND.html,,"12,036",Bankers Life Fieldhouse,
68,"Sat, Nov 10, 2012",7:00p,Philadelphia 76ers,93,Toronto Raptors,83,https://www.basketball-reference.com//boxscores/201211100TOR.html,,"19,800",Air Canada Centre,
69,"Sat, Nov 10, 2012",7:30p,Dallas Mavericks,97,Charlotte Bobcats,101,https://www.basketball-reference.com//boxscores/201211100CHA.html,OT,"15,763",Time Warner Cable Arena,
70,"Sat, Nov 10, 2012",8:00p,Minnesota Timberwolves,80,Chicago Bulls,87,https://www.basketball-reference.com//boxscores/201211100CHI.html,,"21,974",United Center,
71,"Sat, Nov 10, 2012",8:00p,Detroit Pistons,82,Houston Rockets,96,https://www.basketball-reference.com//boxscores/201211100HOU.html,,"15,037",Toyota Center,
72,"Sat, Nov 10, 2012",8:30p,Boston Celtics,96,Milwaukee Bucks,92,https://www.basketball-reference.com//boxscores/201211100MIL.html,,"14,589",BMO Harris Bradley Center,
73,"Sat, Nov 10, 2012",9:00p,Phoenix Suns,81,Utah Jazz,94,https://www.basketball-reference.com//boxscores/201211100UTA.html,,"19,100",EnergySolutions Arena,
74,"Sat, Nov 10, 2012",10:00p,San Antonio Spurs,112,Portland Trail Blazers,109,https://www.basketball-reference.com//boxscores/201211100POR.html,,"20,447",Rose Garden Arena,
75,"Sat, Nov 10, 2012",10:30p,Denver Nuggets,107,Golden State Warriors,101,https://www.basketball-reference.com//boxscores/201211100GSW.html,2OT,"19,596",Oracle Arena,
76,"Sun, Nov 11, 2012",3:00p,Orlando Magic,74,Brooklyn Nets,82,https://www.basketball-reference.com//boxscores/201211110BRK.html,,"16,523",Barclays Center,
77,"Sun, Nov 11, 2012",3:30p,Atlanta Hawks,76,Los Angeles Clippers,89,https://www.basketball-reference.com//boxscores/201211110LAC.html,,"19,060",STAPLES Center,
78,"Sun, Nov 11, 2012",6:00p,Miami Heat,86,Memphis Grizzlies,104,https://www.basketball-reference.com//boxscores/201211110MEM.html,,"18,119",FedEx Forum,
79,"Sun, Nov 11, 2012",7:00p,Cleveland Cavaliers,91,Oklahoma City Thunder,106,https://www.basketball-reference.com//boxscores/201211110OKC.html,,"18,203",Chesapeake Energy Arena,
80,"Sun, Nov 11, 2012",9:30p,Sacramento Kings,90,Los Angeles Lakers,103,https://www.basketball-reference.com//boxscores/201211110LAL.html,,"18,997",STAPLES Center,
81,"Mon, Nov 12, 2012",7:00p,Milwaukee Bucks,105,Philadelphia 76ers,96,https://www.basketball-reference.com//boxscores/201211120PHI.html,,"15,086",Wells Fargo Center,
82,"Mon, Nov 12, 2012",7:00p,Utah Jazz,140,Toronto Raptors,133,https://www.basketball-reference.com//boxscores/201211120TOR.html,3OT,"18,230",Air Canada Centre,
83,"Mon, Nov 12, 2012",7:30p,Oklahoma City Thunder,92,Detroit Pistons,90,https://www.basketball-reference.com//boxscores/201211120DET.html,,"12,784",The Palace of Auburn Hills,
84,"Mon, Nov 12, 2012",8:00p,Boston Celtics,101,Chicago Bulls,95,https://www.basketball-reference.com//boxscores/201211120CHI.html,,"21,712",United Center,
85,"Mon, Nov 12, 2012",8:00p,Miami Heat,113,Houston Rockets,110,https://www.basketball-reference.com//boxscores/201211120HOU.html,,"18,041",Toyota Center,
86,"Mon, Nov 12, 2012",8:30p,Minnesota Timberwolves,90,Dallas Mavericks,82,https://www.basketball-reference.com//boxscores/201211120DAL.html,,"19,322",American Airlines Center,
87,"Mon, Nov 12, 2012",9:00p,Denver Nuggets,100,Phoenix Suns,110,https://www.basketball-reference.com//boxscores/201211120PHO.html,,"14,060",US Airways Center,
88,"Mon, Nov 12, 2012",10:00p,Atlanta Hawks,95,Portland Trail Blazers,87,https://www.basketball-reference.com//boxscores/201211120POR.html,,"19,095",Rose Garden Arena,
89,"Tue, Nov 13, 2012",7:00p,Washington Wizards,76,Charlotte Bobcats,92,https://www.basketball-reference.com//boxscores/201211130CHA.html,,"11,139",Time Warner Cable Arena,
90,"Tue, Nov 13, 2012",7:00p,Toronto Raptors,74,Indiana Pacers,72,https://www.basketball-reference.com//boxscores/201211130IND.html,,"11,947",Bankers Life Fieldhouse,
91,"Tue, Nov 13, 2012",7:00p,New York Knicks,99,Orlando Magic,89,https://www.basketball-reference.com//boxscores/201211130ORL.html,,"18,846",Amway Center,
92,"Tue, Nov 13, 2012",7:30p,Cleveland Cavaliers,101,Brooklyn Nets,114,https://www.basketball-reference.com//boxscores/201211130BRK.html,,"17,032",Barclays Center,
93,"Tue, Nov 13, 2012",10:00p,Portland Trail Blazers,103,Sacramento Kings,86,https://www.basketball-reference.com//boxscores/201211130SAC.html,,"10,153",Sleep Train Arena,
94,"Tue, Nov 13, 2012",10:30p,San Antonio Spurs,84,Los Angeles Lakers,82,https://www.basketball-reference.com//boxscores/201211130LAL.html,,"18,997",STAPLES Center,
95,"Wed, Nov 14, 2012",7:00p,Detroit Pistons,94,Philadelphia 76ers,76,https://www.basketball-reference.com//boxscores/201211140PHI.html,,"11,879",Wells Fargo Center,
96,"Wed, Nov 14, 2012",7:30p,Utah Jazz,93,Boston Celtics,98,https://www.basketball-reference.com//boxscores/201211140BOS.html,,"18,624",TD Garden,
97,"Wed, Nov 14, 2012",8:00p,New Orleans Hornets,96,Houston Rockets,100,https://www.basketball-reference.com//boxscores/201211140HOU.html,,"14,535",Toyota Center,
98,"Wed, Nov 14, 2012",8:00p,Indiana Pacers,85,Milwaukee Bucks,99,https://www.basketball-reference.com//boxscores/201211140MIL.html,,"11,573",BMO Harris Bradley Center,
99,"Wed, Nov 14, 2012",8:00p,Charlotte Bobcats,89,Minnesota Timberwolves,87,https://www.basketball-reference.com//boxscores/201211140MIN.html,,"13,272",Target Center,
100,"Wed, Nov 14, 2012",8:00p,Memphis Grizzlies,107,Oklahoma City Thunder,97,https://www.basketball-reference.com//boxscores/201211140OKC.html,,"18,203",Chesapeake Energy Arena,
101,"Wed, Nov 14, 2012",8:30p,Washington Wizards,101,Dallas Mavericks,107,https://www.basketball-reference.com//boxscores/201211140DAL.html,,"19,560",American Airlines Center,
102,"Wed, Nov 14, 2012",9:00p,Chicago Bulls,112,Phoenix Suns,106,https://www.basketball-reference.com//boxscores/201211140PHO.html,OT,"15,305",US Airways Center,
103,"Wed, Nov 14, 2012",10:30p,Atlanta Hawks,88,Golden State Warriors,92,https://www.basketball-reference.com//boxscores/201211140GSW.html,,"18,107",Oracle Arena,
104,"Wed, Nov 14, 2012",10:30p,Miami Heat,100,Los Angeles Clippers,107,https://www.basketball-reference.com//boxscores/201211140LAC.html,,"19,146",STAPLES Center,
105,"Thu, Nov 15, 2012",8:00p,Boston Celtics,97,Brooklyn Nets,102,https://www.basketball-reference.com//boxscores/201211150BRK.html,,"17,732",Barclays Center,
106,"Thu, Nov 15, 2012",8:30p,New York Knicks,104,San Antonio Spurs,100,https://www.basketball-reference.com//boxscores/201211150SAS.html,,"18,581",AT&T Center,
107,"Thu, Nov 15, 2012",10:30p,Miami Heat,98,Denver Nuggets,93,https://www.basketball-reference.com//boxscores/201211150DEN.html,,"19,155",Pepsi Center,
108,"Fri, Nov 16, 2012",7:00p,Dallas Mavericks,83,Indiana Pacers,103,https://www.basketball-reference.com//boxscores/201211160IND.html,,"15,110",Bankers Life Fieldhouse,
109,"Fri, Nov 16, 2012",7:00p,Utah Jazz,93,Philadelphia 76ers,99,https://www.basketball-reference.com//boxscores/201211160PHI.html,,"15,851",Wells Fargo Center,
110,"Fri, Nov 16, 2012",7:30p,Orlando Magic,110,Detroit Pistons,106,https://www.basketball-reference.com//boxscores/201211160DET.html,,"11,594",The Palace of Auburn Hills,
111,"Fri, Nov 16, 2012",8:00p,Golden State Warriors,106,Minnesota Timberwolves,98,https://www.basketball-reference.com//boxscores/201211160MIN.html,,"16,013",Target Center,
112,"Fri, Nov 16, 2012",8:00p,Oklahoma City Thunder,110,New Orleans Hornets,95,https://www.basketball-reference.com//boxscores/201211160NOH.html,,"15,458",New Orleans Arena,
113,"Fri, Nov 16, 2012",9:30p,New York Knicks,95,Memphis Grizzlies,105,https://www.basketball-reference.com//boxscores/201211160MEM.html,,"17,516",FedEx Forum,
114,"Fri, Nov 16, 2012",10:00p,Houston Rockets,117,Portland Trail Blazers,119,https://www.basketball-reference.com//boxscores/201211160POR.html,OT,"20,382",Rose Garden Arena,
115,"Fri, Nov 16, 2012",10:00p,Atlanta Hawks,112,Sacramento Kings,96,https://www.basketball-reference.com//boxscores/201211160SAC.html,,"11,814",Sleep Train Arena,
116,"Fri, Nov 16, 2012",10:30p,Phoenix Suns,102,Los Angeles Lakers,114,https://www.basketball-reference.com//boxscores/201211160LAL.html,,"18,997",STAPLES Center,
117,"Sat, Nov 17, 2012",12:30p,Toronto Raptors,89,Boston Celtics,107,https://www.basketball-reference.com//boxscores/201211170BOS.html,,"18,624",TD Garden,
118,"Sat, Nov 17, 2012",7:00p,Utah Jazz,83,Washington Wizards,76,https://www.basketball-reference.com//boxscores/201211170WAS.html,,"16,210",Verizon Center,
119,"Sat, Nov 17, 2012",7:30p,Memphis Grizzlies,94,Charlotte Bobcats,87,https://www.basketball-reference.com//boxscores/201211170CHA.html,,"16,541",Time Warner Cable Arena,
120,"Sat, Nov 17, 2012",7:30p,Dallas Mavericks,103,Cleveland Cavaliers,95,https://www.basketball-reference.com//boxscores/201211170CLE.html,,"18,633",Quicken Loans Arena,
121,"Sat, Nov 17, 2012",8:30p,New Orleans Hornets,113,Milwaukee Bucks,117,https://www.basketball-reference.com//boxscores/201211170MIL.html,,"14,731",BMO Harris Bradley Center,
122,"Sat, Nov 17, 2012",8:30p,Denver Nuggets,100,San Antonio Spurs,126,https://www.basketball-reference.com//boxscores/201211170SAS.html,,"18,581",AT&T Center,
123,"Sat, Nov 17, 2012",9:00p,Chicago Bulls,80,Los Angeles Clippers,101,https://www.basketball-reference.com//boxscores/201211170LAC.html,,"19,060",STAPLES Center,
124,"Sat, Nov 17, 2012",9:00p,Miami Heat,97,Phoenix Suns,88,https://www.basketball-reference.com//boxscores/201211170PHO.html,,"16,840",US Airways Center,
125,"Sun, Nov 18, 2012",12:00p,Indiana Pacers,76,New York Knicks,88,https://www.basketball-reference.com//boxscores/201211180NYK.html,,"19,033",Madison Square Garden (IV),
126,"Sun, Nov 18, 2012",1:00p,Orlando Magic,86,Toronto Raptors,97,https://www.basketball-reference.com//boxscores/201211180TOR.html,,"18,702",Air Canada Centre,
127,"Sun, Nov 18, 2012",6:00p,Cleveland Cavaliers,79,Philadelphia 76ers,86,https://www.basketball-reference.com//boxscores/201211180PHI.html,,"15,021",Wells Fargo Center,
128,"Sun, Nov 18, 2012",6:00p,Brooklyn Nets,99,Sacramento Kings,90,https://www.basketball-reference.com//boxscores/201211180SAC.html,,"11,965",Sleep Train Arena,
129,"Sun, Nov 18, 2012",7:00p,Golden State Warriors,109,Oklahoma City Thunder,119,https://www.basketball-reference.com//boxscores/201211180OKC.html,,"18,203",Chesapeake Energy Arena,
130,"Sun, Nov 18, 2012",7:30p,Boston Celtics,83,Detroit Pistons,103,https://www.basketball-reference.com//boxscores/201211180DET.html,,"12,214",The Palace of Auburn Hills,
131,"Sun, Nov 18, 2012",9:00p,Chicago Bulls,94,Portland Trail Blazers,102,https://www.basketball-reference.com//boxscores/201211180POR.html,,"20,242",Rose Garden Arena,
132,"Sun, Nov 18, 2012",9:30p,Houston Rockets,108,Los Angeles Lakers,119,https://www.basketball-reference.com//boxscores/201211180LAL.html,,"18,997",STAPLES Center,
133,"Mon, Nov 19, 2012",7:00p,Milwaukee Bucks,98,Charlotte Bobcats,102,https://www.basketball-reference.com//boxscores/201211190CHA.html,,"11,248",Time Warner Cable Arena,
134,"Mon, Nov 19, 2012",7:00p,Indiana Pacers,96,Washington Wizards,89,https://www.basketball-reference.com//boxscores/201211190WAS.html,,"14,426",Verizon Center,
135,"Mon, Nov 19, 2012",7:30p,Orlando Magic,72,Atlanta Hawks,81,https://www.basketball-reference.com//boxscores/201211190ATL.html,,"15,066",Philips Arena,
136,"Mon, Nov 19, 2012",8:00p,Denver Nuggets,97,Memphis Grizzlies,92,https://www.basketball-reference.com//boxscores/201211190MEM.html,,"15,111",FedEx Forum,
137,"Mon, Nov 19, 2012",8:30p,Golden State Warriors,105,Dallas Mavericks,101,https://www.basketball-reference.com//boxscores/201211190DAL.html,OT,"20,034",American Airlines Center,
138,"Mon, Nov 19, 2012",8:30p,Los Angeles Clippers,92,San Antonio Spurs,87,https://www.basketball-reference.com//boxscores/201211190SAS.html,,"17,920",AT&T Center,
139,"Mon, Nov 19, 2012",9:00p,Houston Rockets,91,Utah Jazz,102,https://www.basketball-reference.com//boxscores/201211190UTA.html,,"19,197",EnergySolutions Arena,
140,"Tue, Nov 20, 2012",7:00p,Toronto Raptors,98,Philadelphia 76ers,106,https://www.basketball-reference.com//boxscores/201211200PHI.html,,"13,965",Wells Fargo Center,
141,"Tue, Nov 20, 2012",8:00p,New York Knicks,102,New Orleans Hornets,80,https://www.basketball-reference.com//boxscores/201211200NOH.html,,"13,705",New Orleans Arena,
142,"Tue, Nov 20, 2012",10:30p,Brooklyn Nets,90,Los Angeles Lakers,95,https://www.basketball-reference.com//boxscores/201211200LAL.html,,"18,997",STAPLES Center,
143,"Wed, Nov 21, 2012",7:00p,Toronto Raptors,97,Charlotte Bobcats,98,https://www.basketball-reference.com//boxscores/201211210CHA.html,,"15,240",Time Warner Cable Arena,
144,"Wed, Nov 21, 2012",7:00p,Philadelphia 76ers,83,Cleveland Cavaliers,92,https://www.basketball-reference.com//boxscores/201211210CLE.html,,"16,743",Quicken Loans Arena,
