Date,Start Time (ET),Visitor,Visitor Points,Home,Home Points,Box Score,Overtime,Attendance,Arena,Notes
2015-03-11,8:00p,Orlando Magic,91,Milwaukee Bucks,97,https://www.basketball-reference.com//boxscores/201503110MIL.html,,"12,593",BMO Harris Bradley Center,
2015-03-11,8:00p,Los Angeles Clippers,120,Oklahoma City Thunder,108,https://www.basketball-reference.com//boxscores/201503110OKC.html,,"18,203",Chesapeake Energy Arena,
2015-03-11,9:00p,Atlanta Hawks,102,Denver Nuggets,115,https://www.basketball-reference.com//boxscores/201503110DEN.html,,"13,217",Pepsi Center,
2015-03-11,10:00p,Minnesota Timberwolves,97,Phoenix Suns,106,https://www.basketball-reference.com//boxscores/201503110PHO.html,,"17,367",US Airways Center,
2015-03-11,10:30p,Detroit Pistons,98,Golden State Warriors,105,https://www.basketball-reference.com//boxscores/201503110GSW.html,,"19,596",Oracle Arena,
2015-03-11,10:30p,Houston Rockets,100,Portland Trail Blazers,105,https://www.basketball-reference.com//boxscores/201503110POR.html,,"19,279",Moda Center,
2015-03-12,7:00p,Milwaukee Bucks,103,Indiana Pacers,109,https://www.basketball-reference.com//boxscores/201503120IND.html,OT,"15,729",Bankers Life Fieldhouse,
2015-03-12,7:00p,Memphis Grizzlies,87,Washington Wizards,107,https://www.basketball-reference.com//boxscores/201503120WAS.html,,"18,186",Verizon Center,
2015-03-12,9:00p,Houston Rockets,91,Utah Jazz,109,https://www.basketball-reference.com//boxscores/201503120UTA.html,,"18,781",EnergySolutions Arena,
2015-03-12,9:30p,Cleveland Cavaliers,128,San Antonio Spurs,125,https://www.basketball-reference.com//boxscores/201503120SAS.html,OT,"18,581",AT&T Center,
2015-03-12,10:30p,New York Knicks,101,Los Angeles Lakers,94,https://www.basketball-reference.com//boxscores/201503120LAL.html,,"18,997",STAPLES Center,
2015-03-13,7:00p,Chicago Bulls,91,Charlotte Hornets,101,https://www.basketball-reference.com//boxscores/201503130CHO.html,,"19,183",Time Warner Cable Arena,
2015-03-13,7:00p,Sacramento Kings,107,Philadelphia 76ers,114,https://www.basketball-reference.com//boxscores/201503130PHI.html,,"12,331",Wells Fargo Center,
2015-03-13,7:30p,Orlando Magic,88,Boston Celtics,95,https://www.basketball-reference.com//boxscores/201503130BOS.html,,"18,624",TD Garden,
2015-03-13,7:30p,Miami Heat,92,Toronto Raptors,102,https://www.basketball-reference.com//boxscores/201503130TOR.html,,"19,800",Air Canada Centre,
2015-03-13,8:00p,Minnesota Timberwolves,99,Oklahoma City Thunder,113,https://www.basketball-reference.com//boxscores/201503130OKC.html,,"18,203",Chesapeake Energy Arena,
2015-03-13,8:30p,Los Angeles Clippers,99,Dallas Mavericks,129,https://www.basketball-reference.com//boxscores/201503130DAL.html,,"20,444",American Airlines Center,
2015-03-13,9:00p,Golden State Warriors,103,Denver Nuggets,114,https://www.basketball-reference.com//boxscores/201503130DEN.html,,"19,155",Pepsi Center,
2015-03-13,10:00p,Atlanta Hawks,96,Phoenix Suns,87,https://www.basketball-reference.com//boxscores/201503130PHO.html,,"17,136",US Airways Center,
2015-03-13,10:00p,Detroit Pistons,99,Portland Trail Blazers,118,https://www.basketball-reference.com//boxscores/201503130POR.html,,"19,486",Moda Center,
2015-03-14,7:00p,Boston Celtics,93,Indiana Pacers,89,https://www.basketball-reference.com//boxscores/201503140IND.html,,"18,165",Bankers Life Fieldhouse,
2015-03-14,7:00p,Sacramento Kings,97,Washington Wizards,113,https://www.basketball-reference.com//boxscores/201503140WAS.html,,"20,356",Verizon Center,
2015-03-14,7:30p,Brooklyn Nets,94,Philadelphia 76ers,87,https://www.basketball-reference.com//boxscores/201503140PHI.html,,"14,865",Wells Fargo Center,
2015-03-14,8:00p,Milwaukee Bucks,83,Memphis Grizzlies,96,https://www.basketball-reference.com//boxscores/201503140MEM.html,,"18,119",FedEx Forum,
2015-03-14,9:00p,Detroit Pistons,85,Utah Jazz,88,https://www.basketball-reference.com//boxscores/201503140UTA.html,,"19,911",EnergySolutions Arena,
2015-03-14,10:30p,New York Knicks,94,Golden State Warriors,125,https://www.basketball-reference.com//boxscores/201503140GSW.html,,"19,596",Oracle Arena,
2015-03-15,1:00p,Chicago Bulls,100,Oklahoma City Thunder,109,https://www.basketball-reference.com//boxscores/201503150OKC.html,,"18,203",Chesapeake Energy Arena,
2015-03-15,3:30p,Houston Rockets,100,Los Angeles Clippers,98,https://www.basketball-reference.com//boxscores/201503150LAC.html,,"19,211",STAPLES Center,
2015-03-15,6:00p,Denver Nuggets,118,New Orleans Pelicans,111,https://www.basketball-reference.com//boxscores/201503150NOP.html,2OT,"17,248",Smoothie King Center,
2015-03-15,6:00p,Cleveland Cavaliers,123,Orlando Magic,108,https://www.basketball-reference.com//boxscores/201503150ORL.html,,"17,786",Amway Center,
2015-03-15,7:00p,Minnesota Timberwolves,97,San Antonio Spurs,123,https://www.basketball-reference.com//boxscores/201503150SAS.html,,"18,581",AT&T Center,
2015-03-15,7:00p,Portland Trail Blazers,113,Toronto Raptors,97,https://www.basketball-reference.com//boxscores/201503150TOR.html,,"19,800",Air Canada Centre,
2015-03-15,9:00p,New York Knicks,89,Phoenix Suns,102,https://www.basketball-reference.com//boxscores/201503150PHO.html,,"17,264",US Airways Center,
2015-03-15,9:30p,Atlanta Hawks,91,Los Angeles Lakers,86,https://www.basketball-reference.com//boxscores/201503150LAL.html,,"17,422",STAPLES Center,
2015-03-16,7:00p,Toronto Raptors,117,Indiana Pacers,98,https://www.basketball-reference.com//boxscores/201503160IND.html,,"17,060",Bankers Life Fieldhouse,
2015-03-16,7:00p,Portland Trail Blazers,97,Washington Wizards,105,https://www.basketball-reference.com//boxscores/201503160WAS.html,,"17,324",Verizon Center,
2015-03-16,7:30p,Philadelphia 76ers,89,Boston Celtics,108,https://www.basketball-reference.com//boxscores/201503160BOS.html,,"16,553",TD Garden,
2015-03-16,8:00p,Denver Nuggets,81,Memphis Grizzlies,92,https://www.basketball-reference.com//boxscores/201503160MEM.html,,"16,614",FedEx Forum,
2015-03-16,8:00p,Cleveland Cavaliers,92,Miami Heat,106,https://www.basketball-reference.com//boxscores/201503160MIA.html,,"19,626",AmericanAirlines Arena,
2015-03-16,8:00p,Brooklyn Nets,122,Minnesota Timberwolves,106,https://www.basketball-reference.com//boxscores/201503160MIN.html,,"14,234",Target Center,
2015-03-16,8:30p,Oklahoma City Thunder,115,Dallas Mavericks,119,https://www.basketball-reference.com//boxscores/201503160DAL.html,,"20,231",American Airlines Center,
2015-03-16,9:00p,Charlotte Hornets,66,Utah Jazz,94,https://www.basketball-reference.com//boxscores/201503160UTA.html,,"16,743",EnergySolutions Arena,
2015-03-16,10:00p,Atlanta Hawks,110,Sacramento Kings,103,https://www.basketball-reference.com//boxscores/201503160SAC.html,,"16,835",Sleep Train Arena,
2015-03-16,10:30p,Los Angeles Lakers,105,Golden State Warriors,108,https://www.basketball-reference.com//boxscores/201503160GSW.html,,"19,596",Oracle Arena,
2015-03-17,7:30p,Memphis Grizzlies,95,Detroit Pistons,105,https://www.basketball-reference.com//boxscores/201503170DET.html,,"14,399",The Palace of Auburn Hills,
2015-03-17,7:30p,San Antonio Spurs,100,New York Knicks,104,https://www.basketball-reference.com//boxscores/201503170NYK.html,OT,"19,812",Madison Square Garden (IV),
2015-03-17,8:00p,Orlando Magic,94,Houston Rockets,107,https://www.basketball-reference.com//boxscores/201503170HOU.html,,"18,235",Toyota Center,
2015-03-17,8:00p,Milwaukee Bucks,84,New Orleans Pelicans,85,https://www.basketball-reference.com//boxscores/201503170NOP.html,,"17,881",Smoothie King Center,
2015-03-17,10:30p,Charlotte Hornets,92,Los Angeles Clippers,99,https://www.basketball-reference.com//boxscores/201503170LAC.html,,"19,060",STAPLES Center,
2015-03-18,7:00p,Brooklyn Nets,92,Cleveland Cavaliers,117,https://www.basketball-reference.com//boxscores/201503180CLE.html,,"20,562",Quicken Loans Arena,
2015-03-18,7:00p,Detroit Pistons,83,Philadelphia 76ers,94,https://www.basketball-reference.com//boxscores/201503180PHI.html,,"10,776",Wells Fargo Center,
2015-03-18,7:30p,Portland Trail Blazers,104,Miami Heat,108,https://www.basketball-reference.com//boxscores/201503180MIA.html,,"19,621",AmericanAirlines Arena,
2015-03-18,7:30p,Minnesota Timberwolves,100,Toronto Raptors,105,https://www.basketball-reference.com//boxscores/201503180TOR.html,,"19,800",Air Canada Centre,
2015-03-18,8:00p,Indiana Pacers,86,Chicago Bulls,103,https://www.basketball-reference.com//boxscores/201503180CHI.html,,"21,753",United Center,
2015-03-18,8:00p,Orlando Magic,102,Dallas Mavericks,107,https://www.basketball-reference.com//boxscores/201503180DAL.html,,"20,294",American Airlines Center,
2015-03-18,8:00p,San Antonio Spurs,114,Milwaukee Bucks,103,https://www.basketball-reference.com//boxscores/201503180MIL.html,,"14,831",BMO Harris Bradley Center,
2015-03-18,8:00p,Boston Celtics,118,Oklahoma City Thunder,122,https://www.basketball-reference.com//boxscores/201503180OKC.html,,"18,203",Chesapeake Energy Arena,
2015-03-18,10:00p,Los Angeles Clippers,116,Sacramento Kings,105,https://www.basketball-reference.com//boxscores/201503180SAC.html,,"16,785",Sleep Train Arena,
2015-03-18,10:30p,Atlanta Hawks,95,Golden State Warriors,114,https://www.basketball-reference.com//boxscores/201503180GSW.html,,"19,596",Oracle Arena,
2015-03-18,10:30p,Washington Wizards,88,Utah Jazz,84,https://www.basketball-reference.com//boxscores/201503180UTA.html,,"19,498",EnergySolutions Arena,
2015-03-19,7:30p,Minnesota Timberwolves,95,New York Knicks,92,https://www.basketball-reference.com//boxscores/201503190NYK.html,OT,"19,812",Madison Square Garden (IV),
2015-03-19,8:00p,Denver Nuggets,108,Houston Rockets,118,https://www.basketball-reference.com//boxscores/201503190HOU.html,,"18,456",Toyota Center,
2015-03-19,10:00p,New Orleans Pelicans,72,Phoenix Suns,74,https://www.basketball-reference.com//boxscores/201503190PHO.html,,"18,055",US Airways Center,
2015-03-19,10:30p,Utah Jazz,80,Los Angeles Lakers,73,https://www.basketball-reference.com//boxscores/201503190LAL.html,,"17,407",STAPLES Center,
2015-03-20,7:00p,Portland Trail Blazers,104,Orlando Magic,111,https://www.basketball-reference.com//boxscores/201503200ORL.html,,"16,203",Amway Center,
2015-03-20,7:00p,New York Knicks,81,Philadelphia 76ers,97,https://www.basketball-reference.com//boxscores/201503200PHI.html,,"10,079",Wells Fargo Center,
2015-03-20,7:30p,Milwaukee Bucks,127,Brooklyn Nets,129,https://www.basketball-reference.com//boxscores/201503200BRK.html,3OT,"16,272",Barclays Center,
2015-03-20,7:30p,Indiana Pacers,92,Cleveland Cavaliers,95,https://www.basketball-reference.com//boxscores/201503200CLE.html,,"20,562",Quicken Loans Arena,
2015-03-20,7:30p,Denver Nuggets,91,Miami Heat,108,https://www.basketball-reference.com//boxscores/201503200MIA.html,,"19,710",AmericanAirlines Arena,
2015-03-20,8:00p,Toronto Raptors,92,Chicago Bulls,108,https://www.basketball-reference.com//boxscores/201503200CHI.html,,"21,998",United Center,
2015-03-20,8:00p,Atlanta Hawks,115,Oklahoma City Thunder,123,https://www.basketball-reference.com//boxscores/201503200OKC.html,,"18,203",Chesapeake Energy Arena,
2015-03-20,8:30p,Memphis Grizzlies,112,Dallas Mavericks,101,https://www.basketball-reference.com//boxscores/201503200DAL.html,,"20,399",American Airlines Center,
2015-03-20,8:30p,Boston Celtics,89,San Antonio Spurs,101,https://www.basketball-reference.com//boxscores/201503200SAS.html,,"18,581",AT&T Center,
2015-03-20,10:00p,Charlotte Hornets,91,Sacramento Kings,101,https://www.basketball-reference.com//boxscores/201503200SAC.html,,"16,799",Sleep Train Arena,
2015-03-20,10:30p,New Orleans Pelicans,96,Golden State Warriors,112,https://www.basketball-reference.com//boxscores/201503200GSW.html,,"19,596",Oracle Arena,
2015-03-20,10:30p,Washington Wizards,99,Los Angeles Clippers,113,https://www.basketball-reference.com//boxscores/201503200LAC.html,,"19,218",STAPLES Center,
2015-03-21,7:00p,Brooklyn Nets,123,Indiana Pacers,111,https://www.basketball-reference.com//boxscores/201503210IND.html,,"16,453",Bankers Life Fieldhouse,
2015-03-21,7:30p,Chicago Bulls,91,Detroit Pistons,107,https://www.basketball-reference.com//boxscores/201503210DET.html,,"20,347",The Palace of Auburn Hills,
2015-03-21,8:00p,Phoenix Suns,117,Houston Rockets,102,https://www.basketball-reference.com//boxscores/201503210HOU.html,,"18,340",Toyota Center,
2015-03-21,8:00p,Portland Trail Blazers,86,Memphis Grizzlies,97,https://www.basketball-reference.com//boxscores/201503210MEM.html,,"17,898",FedEx Forum,
2015-03-21,10:30p,Utah Jazz,91,Golden State Warriors,106,https://www.basketball-reference.com//boxscores/201503210GSW.html,,"19,596",Oracle Arena,
2015-03-22,3:00p,San Antonio Spurs,114,Atlanta Hawks,95,https://www.basketball-reference.com//boxscores/201503220ATL.html,,"19,193",Philips Arena,
2015-03-22,3:00p,Cleveland Cavaliers,108,Milwaukee Bucks,90,https://www.basketball-reference.com//boxscores/201503220MIL.html,,"16,687",BMO Harris Bradley Center,
2015-03-22,3:00p,Miami Heat,75,Oklahoma City Thunder,93,https://www.basketball-reference.com//boxscores/201503220OKC.html,,"18,203",Chesapeake Energy Arena,
2015-03-22,3:30p,New Orleans Pelicans,100,Los Angeles Clippers,107,https://www.basketball-reference.com//boxscores/201503220LAC.html,,"19,299",STAPLES Center,
2015-03-22,4:00p,New York Knicks,89,Toronto Raptors,106,https://www.basketball-reference.com//boxscores/201503220TOR.html,,"19,800",Air Canada Centre,
2015-03-22,6:00p,Detroit Pistons,105,Boston Celtics,97,https://www.basketball-reference.com//boxscores/201503220BOS.html,OT,"18,624",TD Garden,
2015-03-22,6:00p,Denver Nuggets,119,Orlando Magic,100,https://www.basketball-reference.com//boxscores/201503220ORL.html,,"15,788",Amway Center,
2015-03-22,6:00p,Washington Wizards,86,Sacramento Kings,109,https://www.basketball-reference.com//boxscores/201503220SAC.html,,"17,008",Sleep Train Arena,
2015-03-22,7:00p,Charlotte Hornets,109,Minnesota Timberwolves,98,https://www.basketball-reference.com//boxscores/201503220MIN.html,,"15,262",Target Center,
2015-03-22,9:00p,Dallas Mavericks,92,Phoenix Suns,98,https://www.basketball-reference.com//boxscores/201503220PHO.html,,"17,435",US Airways Center,
2015-03-22,9:30p,Philadelphia 76ers,87,Los Angeles Lakers,101,https://www.basketball-reference.com//boxscores/201503220LAL.html,,"17,891",STAPLES Center,
2015-03-23,7:00p,Houston Rockets,110,Indiana Pacers,100,https://www.basketball-reference.com//boxscores/201503230IND.html,,"16,201",Bankers Life Fieldhouse,
2015-03-23,7:30p,Boston Celtics,110,Brooklyn Nets,91,https://www.basketball-reference.com//boxscores/201503230BRK.html,,"16,814",Barclays Center,
2015-03-23,7:30p,Memphis Grizzlies,103,New York Knicks,82,https://www.basketball-reference.com//boxscores/201503230NYK.html,,"19,812",Madison Square Garden (IV),
2015-03-23,8:00p,Charlotte Hornets,86,Chicago Bulls,98,https://www.basketball-reference.com//boxscores/201503230CHI.html,,"21,646",United Center,
2015-03-23,9:00p,Minnesota Timberwolves,106,Utah Jazz,104,https://www.basketball-reference.com//boxscores/201503230UTA.html,OT,"19,911",EnergySolutions Arena,
2015-03-23,10:30p,Washington Wizards,76,Golden State Warriors,107,https://www.basketball-reference.com//boxscores/201503230GSW.html,,"19,596",Oracle Arena,
2015-03-24,7:30p,Toronto Raptors,104,Detroit Pistons,108,https://www.basketball-reference.com//boxscores/201503240DET.html,,"14,420",The Palace of Auburn Hills,
2015-03-24,8:00p,San Antonio Spurs,94,Dallas Mavericks,101,https://www.basketball-reference.com//boxscores/201503240DAL.html,,"20,328",American Airlines Center,
2015-03-24,8:00p,Miami Heat,88,Milwaukee Bucks,89,https://www.basketball-reference.com//boxscores/201503240MIL.html,,"12,313",BMO Harris Bradley Center,
2015-03-24,8:00p,Los Angeles Lakers,117,Oklahoma City Thunder,127,https://www.basketball-reference.com//boxscores/201503240OKC.html,,"18,203",Chesapeake Energy Arena,
2015-03-24,10:00p,Philadelphia 76ers,106,Sacramento Kings,107,https://www.basketball-reference.com//boxscores/201503240SAC.html,,"16,636",Sleep Train Arena,
2015-03-24,10:30p,Golden State Warriors,122,Portland Trail Blazers,108,https://www.basketball-reference.com//boxscores/201503240POR.html,,"19,985",Moda Center,
2015-03-25,7:00p,Brooklyn Nets,91,Charlotte Hornets,88,https://www.basketball-reference.com//boxscores/201503250CHO.html,,"15,091",Time Warner Cable Arena,
2015-03-25,7:00p,Los Angeles Clippers,111,New York Knicks,80,https://www.basketball-reference.com//boxscores/201503250NYK.html,,"19,812",Madison Square Garden (IV),
2015-03-25,7:00p,Atlanta Hawks,95,Orlando Magic,83,https://www.basketball-reference.com//boxscores/201503250ORL.html,,"17,224",Amway Center,
2015-03-25,7:00p,Chicago Bulls,116,Toronto Raptors,103,https://www.basketball-reference.com//boxscores/201503250TOR.html,,"19,800",Air Canada Centre,
2015-03-25,7:00p,Indiana Pacers,103,Washington Wizards,101,https://www.basketball-reference.com//boxscores/201503250WAS.html,,"18,514",Verizon Center,
2015-03-25,7:30p,Miami Heat,93,Boston Celtics,86,https://www.basketball-reference.com//boxscores/201503250BOS.html,,"18,624",TD Garden,
2015-03-25,8:00p,Cleveland Cavaliers,111,Memphis Grizzlies,89,https://www.basketball-reference.com//boxscores/201503250MEM.html,,"18,119",FedEx Forum,
2015-03-25,8:00p,Los Angeles Lakers,101,Minnesota Timberwolves,99,https://www.basketball-reference.com//boxscores/201503250MIN.html,OT,"13,438",Target Center,
2015-03-25,8:00p,Houston Rockets,95,New Orleans Pelicans,93,https://www.basketball-reference.com//boxscores/201503250NOP.html,,"17,077",Smoothie King Center,
2015-03-25,9:00p,Philadelphia 76ers,99,Denver Nuggets,85,https://www.basketball-reference.com//boxscores/201503250DEN.html,,"14,068",Pepsi Center,
2015-03-25,9:00p,Portland Trail Blazers,92,Utah Jazz,89,https://www.basketball-reference.com//boxscores/201503250UTA.html,,"19,911",EnergySolutions Arena,
2015-03-25,9:30p,Oklahoma City Thunder,91,San Antonio Spurs,130,https://www.basketball-reference.com//boxscores/201503250SAS.html,,"18,581",AT&T Center,
2015-03-25,10:00p,Sacramento Kings,108,Phoenix Suns,99,https://www.basketball-reference.com//boxscores/201503250PHO.html,,"17,589",US Airways Center,
2015-03-26,8:00p,Indiana Pacers,107,Milwaukee Bucks,111,https://www.basketball-reference.com//boxscores/201503260MIL.html,,"15,366",BMO Harris Bradley Center,
2015-03-27,7:00p,Detroit Pistons,111,Orlando Magic,97,https://www.basketball-reference.com//boxscores/201503270ORL.html,,"16,427",Amway Center,
2015-03-27,7:00p,Los Angeles Clippers,119,Philadelphia 76ers,98,https://www.basketball-reference.com//boxscores/201503270PHI.html,,"16,070",Wells Fargo Center,
2015-03-27,7:00p,Charlotte Hornets,107,Washington Wizards,110,https://www.basketball-reference.com//boxscores/201503270WAS.html,2OT,"18,441",Verizon Center,
2015-03-27,7:30p,Miami Heat,86,Atlanta Hawks,99,https://www.basketball-reference.com//boxscores/201503270ATL.html,,"19,233",Philips Arena,
2015-03-27,7:30p,Cleveland Cavaliers,98,Brooklyn Nets,106,https://www.basketball-reference.com//boxscores/201503270BRK.html,,"17,732",Barclays Center,
2015-03-27,7:30p,Boston Celtics,96,New York Knicks,92,https://www.basketball-reference.com//boxscores/201503270NYK.html,,"19,812",Madison Square Garden (IV),
2015-03-27,7:30p,Los Angeles Lakers,83,Toronto Raptors,94,https://www.basketball-reference.com//boxscores/201503270TOR.html,,"19,800",Air Canada Centre,
2015-03-27,8:00p,Minnesota Timberwolves,110,Houston Rockets,120,https://www.basketball-reference.com//boxscores/201503270HOU.html,,"18,322",Toyota Center,
2015-03-27,8:00p,Golden State Warriors,107,Memphis Grizzlies,84,https://www.basketball-reference.com//boxscores/201503270MEM.html,,"18,119",FedEx Forum,
2015-03-27,8:00p,Sacramento Kings,88,New Orleans Pelicans,102,https://www.basketball-reference.com//boxscores/201503270NOP.html,,"17,669",Smoothie King Center,
2015-03-27,8:30p,Dallas Mavericks,76,San Antonio Spurs,94,https://www.basketball-reference.com//boxscores/201503270SAS.html,,"18,581",AT&T Center,
2015-03-27,9:00p,Utah Jazz,91,Denver Nuggets,107,https://www.basketball-reference.com//boxscores/201503270DEN.html,,"15,312",Pepsi Center,
2015-03-27,10:00p,Portland Trail Blazers,87,Phoenix Suns,81,https://www.basketball-reference.com//boxscores/201503270PHO.html,,"17,219",US Airways Center,
2015-03-28,7:00p,Atlanta Hawks,100,Charlotte Hornets,115,https://www.basketball-reference.com//boxscores/201503280CHO.html,,"19,122",Time Warner Cable Arena,
2015-03-28,8:00p,New York Knicks,80,Chicago Bulls,111,https://www.basketball-reference.com//boxscores/201503280CHI.html,,"22,152",United Center,
2015-03-28,8:30p,Golden State Warriors,108,Milwaukee Bucks,95,https://www.basketball-reference.com//boxscores/201503280MIL.html,,"18,717",BMO Harris Bradley Center,
2015-03-28,9:00p,Oklahoma City Thunder,89,Utah Jazz,94,https://www.basketball-reference.com//boxscores/201503280UTA.html,,"19,911",EnergySolutions Arena,
2015-03-28,10:00p,Denver Nuggets,114,Portland Trail Blazers,120,https://www.basketball-reference.com//boxscores/201503280POR.html,,"19,769",Moda Center,
2015-03-29,12:30p,Houston Rockets,99,Washington Wizards,91,https://www.basketball-reference.com//boxscores/201503290WAS.html,,"20,356",Verizon Center,
2015-03-29,3:30p,Los Angeles Lakers,99,Brooklyn Nets,107,https://www.basketball-reference.com//boxscores/201503290BRK.html,,"17,732",Barclays Center,
2015-03-29,4:00p,Minnesota Timberwolves,88,New Orleans Pelicans,110,https://www.basketball-reference.com//boxscores/201503290NOP.html,,"17,576",Smoothie King Center,
2015-03-29,4:30p,Philadelphia 76ers,86,Cleveland Cavaliers,87,https://www.basketball-reference.com//boxscores/201503290CLE.html,,"20,562",Quicken Loans Arena,
2015-03-29,6:00p,Los Angeles Clippers,119,Boston Celtics,106,https://www.basketball-reference.com//boxscores/201503290BOS.html,,"18,624",TD Garden,
2015-03-29,6:00p,Detroit Pistons,102,Miami Heat,109,https://www.basketball-reference.com//boxscores/201503290MIA.html,,"19,685",AmericanAirlines Arena,
2015-03-29,7:00p,Dallas Mavericks,99,Indiana Pacers,104,https://www.basketball-reference.com//boxscores/201503290IND.html,,"17,358",Bankers Life Fieldhouse,
2015-03-29,7:00p,Memphis Grizzlies,89,San Antonio Spurs,103,https://www.basketball-reference.com//boxscores/201503290SAS.html,,"18,581",AT&T Center,
2015-03-29,9:00p,Oklahoma City Thunder,109,Phoenix Suns,97,https://www.basketball-reference.com//boxscores/201503290PHO.html,,"17,538",US Airways Center,
2015-03-30,7:00p,Boston Celtics,116,Charlotte Hornets,104,https://www.basketball-reference.com//boxscores/201503300CHO.html,,"15,140",Time Warner Cable Arena,
2015-03-30,7:00p,Los Angeles Lakers,113,Philadelphia 76ers,111,https://www.basketball-reference.com//boxscores/201503300PHI.html,OT,"13,501",Wells Fargo Center,
2015-03-30,7:30p,Milwaukee Bucks,88,Atlanta Hawks,101,https://www.basketball-reference.com//boxscores/201503300ATL.html,,"18,453",Philips Arena,
2015-03-30,7:30p,Houston Rockets,96,Toronto Raptors,99,https://www.basketball-reference.com//boxscores/201503300TOR.html,,"19,800",Air Canada Centre,
2015-03-30,8:00p,Sacramento Kings,83,Memphis Grizzlies,97,https://www.basketball-reference.com//boxscores/201503300MEM.html,,"17,218",FedEx Forum,
2015-03-30,8:00p,Utah Jazz,104,Minnesota Timberwolves,84,https://www.basketball-reference.com//boxscores/201503300MIN.html,,"12,229",Target Center,
2015-03-30,10:00p,Phoenix Suns,86,Portland Trail Blazers,109,https://www.basketball-reference.com//boxscores/201503300POR.html,,"19,441",Moda Center,
2015-03-31,7:30p,Indiana Pacers,106,Brooklyn Nets,111,https://www.basketball-reference.com//boxscores/201503310BRK.html,,"16,756",Barclays Center,
2015-03-31,7:30p,Atlanta Hawks,95,Detroit Pistons,105,https://www.basketball-reference.com//boxscores/201503310DET.html,,"14,242",The Palace of Auburn Hills,
2015-03-31,8:00p,San Antonio Spurs,95,Miami Heat,81,https://www.basketball-reference.com//boxscores/201503310MIA.html,,"20,047",AmericanAirlines Arena,
2015-03-31,10:30p,Golden State Warriors,110,Los Angeles Clippers,106,https://www.basketball-reference.com//boxscores/201503310LAC.html,,"19,601",STAPLES Center,
2015-05-01,8:00p,Atlanta Hawks,111,Brooklyn Nets,87,https://www.basketball-reference.com//boxscores/201505010BRK.html,,"17,732",Barclays Center,
2015-05-02,8:00p,San Antonio Spurs,109,Los Angeles Clippers,111,https://www.basketball-reference.com//boxscores/201505020LAC.html,,"19,588",STAPLES Center,
2015-05-03,1:00p,Washington Wizards,104,Atlanta Hawks,98,https://www.basketball-reference.com//boxscores/201505030ATL.html,,"18,148",Philips Arena,
2015-05-03,3:30p,Memphis Grizzlies,86,Golden State Warriors,101,https://www.basketball-reference.com//boxscores/201505030GSW.html,,"19,596",Oracle Arena,
2015-05-04,7:00p,Chicago Bulls,99,Cleveland Cavaliers,92,https://www.basketball-reference.com//boxscores/201505040CLE.html,,"20,562",Quicken Loans Arena,
2015-05-04,9:30p,Los Angeles Clippers,117,Houston Rockets,101,https://www.basketball-reference.com//boxscores/201505040HOU.html,,"18,231",Toyota Center,
2015-05-05,8:00p,Washington Wizards,90,Atlanta Hawks,106,https://www.basketball-reference.com//boxscores/201505050ATL.html,,"18,131",Philips Arena,
2015-05-05,10:30p,Memphis Grizzlies,97,Golden State Warriors,90,https://www.basketball-reference.com//boxscores/201505050GSW.html,,"19,596",Oracle Arena,
2015-05-06,7:00p,Chicago Bulls,91,Cleveland Cavaliers,106,https://www.basketball-reference.com//boxscores/201505060CLE.html,,"20,562",Quicken Loans Arena,
2015-05-06,9:30p,Los Angeles Clippers,109,Houston Rockets,115,https://www.basketball-reference.com//boxscores/201505060HOU.html,,"18,310",Toyota Center,
2015-05-08,8:00p,Cleveland Cavaliers,96,Chicago Bulls,99,https://www.basketball-reference.com//boxscores/201505080CHI.html,,"22,246",United Center,
2015-05-08,10:30p,Houston Rockets,99,Los Angeles Clippers,124,https://www.basketball-reference.com//boxscores/201505080LAC.html,,"19,367",STAPLES Center,
2015-05-09,5:00p,Atlanta Hawks,101,Washington Wizards,103,https://www.basketball-reference.com//boxscores/201505090WAS.html,,"20,356",Verizon Center,
2015-05-09,8:00p,Golden State Warriors,89,Memphis Grizzlies,99,https://www.basketball-reference.com//boxscores/201505090MEM.html,,"18,119",FedEx Forum,
2015-05-10,3:30p,Cleveland Cavaliers,86,Chicago Bulls,84,https://www.basketball-reference.com//boxscores/201505100CHI.html,,"22,256",United Center,
2015-05-10,8:30p,Houston Rockets,95,Los Angeles Clippers,128,https://www.basketball-reference.com//boxscores/201505100LAC.html,,"19,490",STAPLES Center,
2015-05-11,7:00p,Atlanta Hawks,106,Washington Wizards,101,https://www.basketball-reference.com//boxscores/201505110WAS.html,,"20,356",Verizon Center,
2015-05-11,9:30p,Golden State Warriors,101,Memphis Grizzlies,84,https://www.basketball-reference.com//boxscores/201505110MEM.html,,"18,119",FedEx Forum,
2015-05-12,7:00p,Chicago Bulls,101,Cleveland Cavaliers,106,https://www.basketball-reference.com//boxscores/201505120CLE.html,,"20,562",Quicken Loans Arena,
2015-05-12,9:30p,Los Angeles Clippers,103,Houston Rockets,124,https://www.basketball-reference.com//boxscores/201505120HOU.html,,"18,142",Toyota Center,
2015-05-13,8:00p,Washington Wizards,81,Atlanta Hawks,82,https://www.basketball-reference.com//boxscores/201505130ATL.html,,"18,854",Philips Arena,
2015-05-13,10:30p,Memphis Grizzlies,78,Golden State Warriors,98,https://www.basketball-reference.com//boxscores/201505130GSW.html,,"19,596",Oracle Arena,
